procs -----------memoria---------- ---swap-- -----io---- -sistema-- ------cpu-----
 r  b   swpd  libre búfer caché   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 9310676 206292 4544928    0    0     0     0 6823 17060  8 26 67  0  0
 1  0      0 9309312 206300 4547200    0    0     0    28 6311 15014  5 21 74  0  0
 0  0      0 9317564 206300 4547220    0    0     0     0 5996 14567  4 20 76  0  0
 3  0      0 9322920 206300 4547280    0    0     0     0 7224 18687  4 22 74  0  0
 3  0      0 9338748 206300 4547416    0    0     0     0 7473 19873  5 20 75  0  0
 3  0      0 9351176 206300 4551420    0    0     0     0 7826 19431  4 20 77  0  0
 3  0      0 9373612 206308 4551544    0    0     0    32 9881 19837  5 27 68  0  0
 3  0      0 9394792 206308 4551644    0    0     0     0 7317 18608  3 19 78  0  0
 1  0      0 9413888 206316 4551736    0    0     0    40 6921 18330  6 20 75  0  0
 2  0      0 9434784 206316 4551792    0    0     0     0 6297 15939  3 22 74  0  0
 0  0      0 9453808 206316 4551892    0    0     0     0 5753 13863  4 19 77  0  0
 0  0      0 9472608 206316 4551944    0    0     0     0 5365 12711  2 16 82  0  0
 1  0      0 9488624 206316 4552012    0    0     0   288 5105 12926  5 17 78  0  0
 1  0      0 9500776 206324 4552036    0    0     0    48 3978 8638  2 15 83  0  0
 1  0      0 9510504 206324 4552048    0    0     0     0 3806 8804  3 15 82  0  0
 0  0      0 9514284 206324 4552096    0    0     0     0 2469 4198  2 12 86  0  0
 1  0      0 9515656 206324 4552100    0    0     0   252 1803 3186  3  8 89  0  0
 4  0      0 10469324 206324 4552964    0    0   192  6508 2119 5231  4  6 90  0  0
 0  0      0 10469356 206324 4552964    0    0     0     0  649 1100  1  2 98  0  0
MEDIA
NR:  70 CPU:  26.2794
