procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 103160   8196    424  26700  584    0   584     0  912  707 76 13 11  0
 2  0 103160   8008    424  26752    0    0     0     0 1002 1068 83 16  1  0
 2  0 102916   7556    432  26764  384    0   384    28 1150 1081 87 12  1  0
 3  0 103308   7824    408  26300  540  796   540   796 2166 1183 82 15  2  1
 4  1 103188   7260    404  26184  304  184   304   184 2078 1955 78 18  4  0
 0  0 103748   8460    316  25736  556 1040   556  1040 2617 2695 41  7 48  5
 0  0 103424   9724    316  25736  116    0   116     0  403  431 12  2 86  0
 0  0 103244   9352    324  25736  160    0   160    28  384  411 11  4 85  0
 1  0 103120   8904    324  25740   76    0    76     0  505  430 25  3 72  0
 2  0 102892   8116    324  25756  152    0   152     0 1126  840 73 11 16  0
 2  0 102780   7756    324  25756  152    0   152     0 1133 1012 85 15  1  0
 2  0 102428   7476    324  25756  308    0   308     0 1091  872 81 17  2  0
 2  0 102428   7412    324  25768    0    0     0     0 1012  820 88 12  0  0
 2  0 103080   8184    328  24980  176  912   176   948 2159  904 81 17  2  1
 2  0 102852   8292    328  25028  300    0   300     0 1489 1340 80 14  5  0
 4  0 102564   7868    328  25072  288    0   288     0 1905 1594 81 17  2  0
 1  0 103392   8216    312  23896 2700 2992  2736  3884 3105 2458 58 13 23  5
 2  0 102588   8732    312  23932  676    0   676     0 1218 1256 65 10 25  0
 2  0 102584   8544    320  23928    0    0     0    64  968 1004 87 12  1  0
 2  0 102392   8280    320  23964  160    0   160     0 1277 1136 79 18  2  0
 2  0 102388   8152    320  23976    0    0     0     0 1037  674 82 14  4  0
 2  0 102296   8128    320  23972   52    0    52     0  893  628 83 13  4  0
 1  0 102800   7628    320  23540 1064 1272  1064  1272 2869 2112 78 15  6  1
 2  0 103920   8844    304  23080   20 1240    20  1240 1751 1217 84 14  2  0
 2  0 103764   8908    312  23048  180    0   180    56  907  700 88 11  0  0
 2  0 103384   8024    312  23160  288    0   288     0 2067 1977 81 16  4  1
 2  0 103252   8476    312  23160   52    0    52     0 1125 1177 85 13  1  0
 6  1  99616   6404    300  22276 4544  944  4544  1312 3022 1504 80 17  2  2
 3  0 100524   7848    280  21384 2112 3104  2120  3128 3404 1547 85 13  1  2
 2  0 101452   8692    244  20944  924 1800   924  1800 1925  958 85 15  1  0
 2  0 101284   8380    252  20944  236    0   236    56 1040  901 82 17  2  0
 2  0 101284   8504    252  20944    0    0     0     0  869  541 83 17  1  0
 2  0 101280   8472    252  20948    0    0     0     0 1026  806 83 16  0  0
 4  0 102884   7604    252  20748  168 1796   168  1796 2255 1519 85 13  1  0
 6  0 105400   8020    228  20440 1200 3548  1360  3752 4512 2562 81 16  1  2
 2  0 107216   8248    228  20132 1752 3332  1928  3332 2507 1918 50  3 38  9
 2  0 106920   8812    228  20148  480    0   480     0  882  715 82 12  6  1
 2  0 106900   9948    236  20144    0    0     0    48  857  654 82 15  3  0
 1  0 106756   9888    236  20148  124    0   124     0  863  729 82 17  1  0
 2  0 106736   9928    236  20148    0    0     0     0  848  563 86 12  2  0
 2  0 106568   9804    236  20148  152    0   152     0  870  589 86 13  1  0
 3  0 106228   9432    236  20156  320    0   320     0 1177 1071 86 14  1  0
 1  0 105536   7832    244  20212  616    0   616    28 2100 2799 73 17  9  0
 1  0 106908   8836    244  19816  712 1956   712  1956 2926 4694 57  8 31  3
 2  0 106528   7564    244  19824 1288  832  1288   832 1830 2118 52  4 40  4
 2  0 109312   7800    240  19320  264 3056   264  3056 1212  773 54 10 37  0
 2  1 109160   8380    240  19324  132    0   132     0 1614 1257 84 14  2  0
 2  0 108904   7796    248  19432  300    0   300    28 3049 2690 75 22  4  0
 3  0 110820   9220    248  19012  332 2296   332  2296 2131 1476 80 17  2  1
 0  0 110068   9176    248  18980  636    0   636     0 1679 2040 52  9 39  0
 1  0 110068   9084    248  19028    0    0     0     0  764  600 42  6 52  0
 2  0 109984   8764    248  19028   96    0    96     0  892  722 80 18  3  0
 2  0 109704   8272    248  19028  320    0   320     0 1106  988 80 16  4  0
 2  0 109420   7616    256  19056  488    0   488    20 1282 1533 83 15  3  0
 2  1 109180   7352    256  19112  384    0   384     0 1051 1123 83 16  2  0
 1  0 111132   8700    256  18548    0 1952     0  1952 2378  824 84 14  2  0
 2  0 110728   8244    256  18576  416    0   416     0 1321 1031 80 17  3  0
 2  0 110608   8260    256  18584    4    0     4     0 1096  765 82 13  5  0
 3  0 110196   7616    264  18592  660    0   660    20 1620 1442 79 17  3  0
 2  0 111820   8172    264  18616  412 1852   412  2440 2523 1545 79 15  5  2
 4  0 112732   8032    260  18632  368 1348   368  1348 2311 1597 80 18  2  0
 1  0 113136   7740    252  18040 1032 1692  1032  1692 1996 3512 54  6 40  0
 1  0 112380   8696    252  17776  988  176   988   176  692  898 26  1 47 26
 2  0 112380   9260    260  17788    0    0     0    32  680  343 40  7 53  0
 2  0 111984   9276    260  17788  376    0   376     0 1037 1237 86 13  2  0
 1  0 111984   9276    260  17788    0    0     0     0 1011  910 86 13  1  0
 2  0 111464   8800    260  17836  384    0   384     0 1783 1908 80 14  6  0
 2  0 111196   8632    260  17808  232    0   232     0  910  805 86 11  3  1
 3  0 110996   8516    260  17860  196    0   196     0 1138 1278 84 13  4  0
 7  0 110708   8020    260  17840  284    0   284    28 1416 1182 78 18  4  1
 1  0 113956   8804    244  17216  780 4000   780  4000 2103 2555 58  8 31  2
 1  0 113856   8348    252  17424   96    0   240    52 1594 1850 39 12 50  0
 2  0 113856   8812    252  17424    0    0     0     0 1014  900 84 13  3  0
 2  0 113604   8468    252  17432  172    0   172     0 1311 1181 80 18  3  0
 2  0 113500   8360    252  17452   76    0    76     0 1246 1152 82 15  4  0
 2  0 113468   8296    252  17456   28    0    28     0 1117 1040 87 11  2  0
 1  1 112132   7884    260  17516 1220    0  1220    28 2905 3018 76 17  3  4
 2  0 111940   9304    260  17580  168    0   168     0  987  848 76 10  9  5
 2  0 111916   9616    260  17628    0    0     0     0 1313 1040 81 15  5  0
 2  0 111880   9492    260  17648    4    0     4     0 1432 1099 82 14  3  0
 1  0 111804   9504    260  17684   56    0    56     0 1843 2010 85 13  3  0
 0  0 111636   8788    268  17792   60    0    60    28 2551 4350 42  9 48  0
 2  0 111616   9548    268  17812    0    0     0     0 1186 1060 70 16 14  0
 2  0 111600   9388    268  17860    0    0    44     0  907  849 83 14  4  0
 2  0 111528   9276    268  17876   56    0    56     0 1416 1003 81 15  4  0
 3  0 111528   8836    268  17888    0    0     0     0 1462 1254 81 18  1  0
 2  0 111464   8404    276  17988  108    0   108    52 2692 2304 76 20  3  0
 2  0 111256   8920    276  18060  148    0   148     0 1408 1231 81 14  5  0
 2  0 111056   8828    276  18060  136    0   136     0  928  871 82 14  5  0
 1  0 110964   8580    276  18064   32    0    32   916  891  769 82 14  4  0
 2  0 110824   8084    276  18088  128    0   128     0 1248  992 87 12  2  0
 2  0 110808   7976    284  18092    0    0     0    40 1018  804 85 15  1  0
 3  0 110300   8992    284  16284  328    0   328     0 2042 1929 80 16  3  0
 2  0 110012   8880    284  16340  168    0   168     0 1630 1532 81 16  3  0
 0  2 104364   6504    256  14964 13772 5468 13908  6036 6517 4554 26 22  2 51
 0  2  99472   6500    208  12368 21236 16916 21336 17264 13633 9269  6 32  3 59
 0  2  97716   6468    200  11704 5088 2336  5088  2732 3748 1314  1 20  2 77
 0  2  94360   6380     88   9660 7100 2204  7172  2468 2732 1732  2 18 17 62
 0  2  86392   6416     68   8656 24612 10204 24996 10560 9471 9073  3 26 19 52
 0  2  82496   6400     68   8308 14008 8948 14328  9212 9523 7059 10 24  1 64
 0  2  84544   6456     64  12356 3084 4964  9760  5628 13686 4978 30 23 12 35
 1  2  84488   6988     72  12488  360  128  1348   312 3951 1398 46  5 15 34
 0  0  87012   8148     72  11492  220 2640   656  2768 2872 1936 43  5 38 15
 1  0  89112   8304     72  11552    0 2108   276  2108  620  698 15  4 73  9
 2  0  89112   7756     72  11576    0    0     0     0  650  459 42  8 50  0
 2  0  89096   7568     72  11588   96    0    96     0  935  742 84 13  3  0
 2  0  89160   8560     80  11720    0   76   100   116 1520 1328 83 17  0  0
 2  0  89152   8560     80  11724    0    0     0     0 1090  893 85 14  2  0
 2  0  89176   8560     80  12404   60   60   764    60 1880 1488 78 20  3  0
 3  0  89176   8700     80  12476    0    0    24     0 1130  741 82 17  2  0
 1  2  92600   8236     80  12360 1548 4172  2084  4172 3858 3234 68 18 13  1
 2  0  92164   9696     88  12476  748    8   812    40 1414 1459 47  3 49  2
 2  0  92144   9488     88  12476    8    0     8     0  744  333 51  8 41  0
 2  0  91984   7788     88  12480  252    0   252     0 1107  691 80 16  4  0
 3  0  91976   7416     88  12532   28    0    28     0 1948 1708 79 15  6  0
 2  0  92640   8424     88  12364  400 1040   400  1040 4951 2927 47 16 33  4
 2  0  92544   9184     96  12576  108    0   236    28 1185  796 49  8 42  0
 2  0  92536   8928     96  12536   12    0    12     0  868  832 84 16  1  0
 2  0  92524   8936     96  12544   20    0    20     0  857  845 82 16  2  0
 2  0  92520   8904     96  12548   32    0    32     0  954  777 81 18  1  0
 2  0  92520   8888     96  12548    0    0     0     0 1007 1059 84 15  1  0
 2  0  92516   8888     96  12548    0    0     0     0 1061 1082 85 14  2  0
 2  0  92452   8732     96  12548  212    0   212     0  978  734 84 14  2  0
 2  0  92408   8576    104  12548  140    0   140    16 1017  874 83 13  4  0
 1  0  95768   8632    104  12144  336 3624   336  3624 2973 2920 56 10 29  5
 2  0  95724   8092    108  12300   36    0   188     0 1755 2543 39  6 55  0
 1  0  95724   7716    108  12344    0    0     0     0  948 1297 13  4 83  0
 2  0  95676   7828    108  12348   88    0    88     0  687  346 49  5 47  0
 2  0  95672   8868    108  12348   32    0    32     0  890  791 84 14  1  0
 2  0  95672   8836    116  12340    0    0     0    20  901  808 84 15  1  0
 3  0  95672   8900    116  12348    0    0     0     0  901  659 85 14  1  0
 2  0  95656   8804    116  12388   84    0    84     0 1196  824 81 17  2  0
 2  0  95604   8492    116  12372  168    0   168     0  855  679 81 17  3  0
 2  0  95584   8160    116  12392   56    0    56     0 1128  890 84 13  4  0
 2  0  95580   7940    116  12392    0    0     0     0  936  809 86 13  1  0
 2  0  95620   8824    116  12448    0   44     0    44 1736 1424 81 16  3  0
 3  0  95600   9256    124  12468   16    0    16    20 1373 1206 81 18  1  0
 2  0  95552   8424    124  12568  144    0   144   736 2030 1844 77 20  2  0
 2  0  95512   9608    124  12576   80    0    80     0  848  646 85 12  3  0
 2  0  95512   9688    124  12572    0    0     0     0  844  713 86 14  1  0
 2  0  95512   9564    124  12572    0    0     0     0  874  551 85 14  1  0
 2  0  95500   9596    132  12564   52    0    52    44  836  594 84 16  0  0
 2  0  95500   9596    132  12572    0    0     0     0  881  667 84 16  1  0
 2  0  95452   9472    132  12576  176    0   176     0 1001  752 83 12  5  0
 2  1  95292   6968    132  12992  308    0   588     0 2680 4673 66 14 16  3
 1  0  97092   7700    132  13492  520 2020  1108  2020 1610 2217 53  3 43  0
 1  0  97740   8768    520  13196  248  920   716   920 1498 1201 42  4 41 13
 2  0  97740  10016    520  13200   12    0    16     0  911  805 77 14 10  0
 3  0  97716  10160    528  13228   80    0   116    52  809  632 84 15  1  0
 0  0  97672  10064    528  13360   24    0   136     0  950 1145 59  6 35  0
 1  0  97464   9528    528  13476  336    0   448     0  634  396 33  5 62  0
 2  0  97456   9400    528  13476   20    0    20     0  820  603 71 16 14  0
 2  0  97444   9252    528  13484   44    0    44     0 1101  834 84 15  2  0
 2  0  97380   9020    528  13496    0    0     0     0  857  665 86 13  1  0
 2  0  97304   8832    536  13692  124    0   368    28  937  607 83 14  2  0
 2  0  97304   8644    536  13752    0    0     0     0  969  641 83 17  0  0
 1  0  97260   8488    536  13752  116    0   116     0  890  719 84 14  1  0
 2  0  97260   8456    536  13752    0    0     0     4  867  596 86 13  1  0
 2  0  97260   8456    536  13756    0    0     0     0  937  797 85 14  1  0
 2  0  97260   8488    544  13768    0    0     0    40 1251 1030 81 17  3  0
 2  0  97256   8488    544  13784    0    0     0     0 1162  892 85 14  1  0
 2  0 100672   8620    540  13172  280 3668   280  4108 3156 3025 79 15  5  2
 1  0 100568   8828    540  13204  204    0   204     0 1166 1653 53  2 45  0
 0  0 100548   9500    540  13348   48    0   196     0  642  746 26  2 73  0
 1  0 100528   9840    540  13348   64    0    64     0  462  354 20  3 77  0
 2  0 100476  10576    548  13340  120    0   120    48  820  595 69 11 20  0
 2  0 100436  10316    548  13620   84    0   328     0  836  559 81 12  7  0
 2  0 100432  10192    548  13608    0    0     0     0 1014 1033 83 12  6  0
 2  0 100432  10256    548  13612    0    0     0     0  878  821 86 14  0  0
 2  0 100432  10412    548  13612    0    0     0     0  931  788 82 18  0  0
 1  0 100432  10380    548  13612    0    0     0     0  944  951 85 15  0  0
 2  0 100420  10348    556  13604   48    0    48    28  918  822 86 14  1  0
 3  0 100420  10348    556  13612    0    0     0     0  914  714 85 15  1  0
 2  0 100368  10128    556  13748   16    0   116     0 1466  988 80 16  4  0
 2  0 100368  10128    556  13744    0    0     0     0  971  842 85 15  0  0
 2  0 100328  10032    556  13748   68    0    68     0 1146 1074 80 18  3  0
 2  0 100324  10032    556  13748    4    0     4     0 1082 1172 86 13  0  0
 4  1 100320   9864    560  13788   32    0    32    28 1807 2163 72 15 13  0
 1  0 100248   8436    564  13908  120    0   120     4 2256 5472 61  9 31  1
 1  0 100224   8944    564  13916   36    0    36     0  976 1067 69  8 23  0
 2  0 100224   8784    564  13912    0    0     0     0 1100  780 84 16  1  0
 1  0 102468   7776    564  14008  856 2652  1028  2652 3285 3232 78 16  5  1
 0  0 102580   8776    564  13868  188  304   276   304 1692 2375 41  7 41 11
 0  0 102520   9072    572  14000  124    0   256    28  395  359 11  2 87  0
 1  0 102516   9492    572  14000    0    0     0     0  432  432 11  3 87  0
 2  0 102408   8504    572  14292   92    0   380     0 1068 1154 41  8 50  0
 2  0 102408   8248    572  14308    0    0     0     0 1027  828 83 14  4  0
 2  0 102404   7960    572  14316    8    0     8     0 1094  754 86 13  2  0
 2  0 102284   7740    572  14336  148    0   148     0 1306 1087 86 12  3  0
 2  0 102264   7708    580  14364   32    0    32    28 1334 1002 78 18  4  0
 5  0 103980   7756    572  14232  488 2144   540  2148 3745 2434 78 18  3  0
 3  0 104736   8500    712  14288  264  844   428   844 1864 1450 84 15  2  0
 2  0 105504   8816    704  12316 3076 2284  3352  2392 2565 2206 69  8 18  6
 2  0 105412   9552    704  12296  228    0   228     0  936  819 79 12  8  0
 2  0 105404   9584    704  12312    0    0     0     0 1016  878 84 14  2  0
 2  0 105380   9584    712  12340   32    0    72    72  929  706 86 14  1  0
 2  0 105324   9584    712  12360   92    0    92     0  982  848 85 13  2  0
 2  0 105312   9584    712  12332   40    0    40     0  874  643 83 16  1  0
 2  0 105284   9520    712  12364    4    0     4     0  902  772 84 14  3  0
 1  0 105204   9528    712  12424   92    0    92     0 1707 1393 83 15  3  0
 4  1 104804   7104    720  12556  768    0   768    28 2164 2018 78 17  5  1
 2  0 105884   8872    704  12156  280 1200   280  1200 3487 3226 53  7 24 16
 1  0 105768   7560    704  12180  232    0   232     0  905  899 40  7 53  0
 2  0 107312   8248    704  12176  148 1584   148  1584 1699  539 42 11 41  6
 4  0 107136   7996    704  12288  160    0   240     0  956  718 81 14  5  0
 2  1 107084   7216    704  12372  180   16   180    52 4538 2630 77 20  2  1
 1  0 107576   9588    680  12128    0  496     4   496 3252  788 83 17  0  0
 2  0 107516   9340    680  12136  208    0   208     0 1445 1030 85 13  3  0
 1  0 107504   9220    680  12148    0    0     0     0 1347 1098 80 15  6  0
 3  0 107436   8364    680  12180  272    0   272     0 2628 4669 62 14 24  0
 2  0 107360   9036    688  12240   80    0    80    20  818  994 16  6 77  0
 3  0 107304   8620    688  12272   80    0    80     0  689  796 12  4 84  0
 1  1 107168   7380    688  12220  804  312   804   312 1195  533 39  6 50  4
 2  0 109004   7784    684  12384  484 2076   584  2076 3297 2325 81 17  2  0
 2  0 108676   8360    684  12304 1532  644  1532   644 3519 1631 81 16  2  1
 2  0 108544   8300    692  12252  252    0   252    20  861  598 85 14  2  0
 2  0 108508   8268    692  12260  100    0   100     0  954  562 80 19  1  0
 2  0 110156   7920    692  12084  352 1784   352  1784 3404 3408 72 16 12  0
 1  0 111688   8404    692  12072  816 1928   820  1928 2278 3385 35  8 57  1
 0  0 111384   9672    692  12072  288    0   288     0  433  396 11  3 86  0
 1  0 111336   9916    692  12072  156    0   156     0  562  362 31  6 63  0
 2  0 111288   9692    700  12076  188    0   188    20  864  659 80 13  7  0
 0  0 111160   8912    700  12088  432    0   432     0  856  761 40 10 50  0
 2  0 111112   7544    700  12144  116    0   116     0 1825 2244 43 13 44  0
 0  0 111052   9244    700  12232   92    0    92     0 1412 3624 36 10 55  0
 2  0 111044   9420    700  12232   12    0    12     0  501  460 13  4 83  0
 0  0 110976   8688    708  12240   64    0    64    20 1482 1306 15  7 78  0
 0  0 110892   8552    716  12304   76    0    76  1040 1865 2358 18  8 74  0
 1  0 110832   8492    716  12320   96    0    96     0  427  428 11  3 86  0
 0  0 111764   9556    716  12368   84  956    84   956 2344 3749 23 12 65  0
 0  0 111080   7852    720  13484 1180    0  2280     0  632  608 15  2 81  1
