procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0 151288  28340    280  16836  220    0   220     0 1444 1027 84 14  2  0
 2  0 150924  27068    280  17000  556    0   556     0 2413 3428 71 10 19  0
 2  0 150588  26772    288  17232  712    0   916    52 1473 1178 75 13 11  0
 2  0 150444  26548    288  17252  168    0   168     0 1351  997 84 14  1  0
 2  0 150296  26364    288  17268  192    0   192     0 1646 1044 83 15  3  0
 4  0 149900  25372    288  17372  340    0   340     0 2391 2114 79 17  5  0
 2  0 149652  25476    288  17532  224    0   312     0 1629 1513 80 16  4  0
 2  0 149596  25392    288  17532  112    0   112     0  877  590 84 15  1  0
 1  0 149316  24792    296  17560  416    0   416    24 1682 1567 76 16  9  0
 3  0 149080  24096    296  17632  240    0   240     0 2263 3930 34 10 55  0
 2  0 148940  24708    296  17644  124    0   124     0 1096  786 82 16  2  0
 3  0 148940  24708    296  17652    0    0     0     0 1122  660 82 16  3  0
 1  0 148808  23700    296  17704  172    0   172     0 2155 2212 81 16  3  0
 2  0 148624  24324    304  17744  304    0   304    24  855 1228 27  4 69  0
 3  0 148588  24108    304  17736   76    0    76     0 1436 1045 54  9 38  0
 3  0 148472  23648    304  17820   92    0    92     0 1054  632 54  9 37  0
 2  0 148304  23148    304  17824  296    0   296     0 1234 1457 80 16  3  0
 2  0 148304  23240    304  17828    0    0     0     0 1054  757 84 15  1  0
 4  0 148056  21496    304  17896  384    0   384     0 2259 2280 79 17  3  0
 2  0 147952  21440    312  17988  116    0   116    28 2370 2696 76 20  5  0
 1  0 147724  22004    312  18060  336    0   336     0  785  748 21  6 72  0
 2  0 147720  21608    316  18048   20    0    20    76  984  840 82 14  4  0
 2  0 147624  21576    316  18096   48    0    48     0  959  553 85 11  4  0
 2  0 146840  20492    316  18232 1016    0  1172     0 1422 1030 84 15  2  0
 2  0 146656  18464    324  18288  256    0   256    48 2435 2199 78 17  5  0
 1  0 146508  17848    324  18384  124    0   124     0 1981 3185 52  9 40  0
 2  0 146352  18540    324  18388  100    0   100     0  777  457 38  6 56  0
 2  0 146252  18352    324  18392   84    0    84     0  894  646 76 13 11  0
 2  0 146232  18228    324  18404   72    0    72     0 1184  790 83 14  3  0
 2  0 145896  16680    332  18452  408    0   408    28 1649 1436 78 18  4  1
 2  0 145808  16460    332  18528  116    0   116     0 1950 1617 77 17  5  0
 2  0 145700  16388    332  18536  108    0   108  1336  846  725 82 15  3  1
 3  0 145688  16388    332  18540    0    0     0     0 1174  680 85 15  0  0
 0  0 145412  15168    332  18640  348    0   348     0 1827 4010 46 10 44  0
 0  0 145332  15076    340  18640   72    0    72    40  441  416 12  2 86  0
 2  0 145332  15476    340  18644    0    0     0     0  957  875 69 14 17  0
 2  0 145224  15304    340  18676  112    0   112     0 1266 1096 84 14  2  0
 2  0 145212  15244    340  18676    0    0     0     0  799  465 87 12  1  0
 2  0 145144  15084    340  18688   28    0    28     0 1128  742 85 14  2  0
 2  0 145108  14948    340  18708    8    0     8     0 1093  821 82 16  2  0
 5  0 145076  13616    348  18760   80    0    80    28 1809 1678 76 15 10  0
 0  0 144704  13564    348  18860  468    0   468     0 1520 2379 48  6 45  0
 1  0 144232  14076    348  18888  528    0   528     0  978  860 58 11 30  1
 2  0 144204  13832    348  18884    8    0     8     0  912  586 71 11 19  0
 2  0 144204  13748    348  18884    0    0     0     0  837  510 84 15  1  0
 1  0 144120  12876    356  18920   76    0    76    28 1847 3055 73 14 13  0
 0  0 143956  13276    356  19004   92    0    92     0 2190 3455 23  9 68  0
 2  0 143956  13592    356  19008    0    0     0     0  778  519 59 13 28  0
 2  0 143876  13456    356  18992  100    0   100     0 1355 1585 80 16  5  0
 1  0 143804  12716    356  19036  180    0   180     0  913  706 37  7 56  0
 2  0 143804  12588    364  19028    0    0     0    52  782  430 68 14 18  0
 2  0 143784  12524    368  19044    4    0     4    20  898  739 84 13  3  0
 2  0 143700  12400    368  19060  116    0   116     0 2328 1997 73 19  8  0
 2  0 143612  13032    368  19196   80    0    80     0 2282 2493 65 16 19  0
 2  0 143520  13804    368  19248  116    0   116     0 1801 4082 22 10 69  0
 0  0 143480  13424    368  19296   60    0    60     0 1779 2629 17 11 72  0
 1  0 143428  12896    376  19328   60    0    60   128  941 1319 17  6 77  0
 1  0 143360  12548    376  19344   48    0    48     0 1147 1707 17  7 75  0
 0  0 143348  12332    376  19428   28    0    28     0 2175 3488 18 10 72  0
 0  0 143300  12268    376  19444   36    0    36     0 1184 1075 16  6 79  0
 1  0 143128  12020    376  19460  476    0   476     0  720  660 14  6 80  0
 2  0 143128  11164    384  19460    0    0     0   656  993 1076 45  8 47  0
 3  0 142996  10848    384  19460  176    0   176     0 1496 1241 79 17  4  0
 2  0 142916  10388    384  19588   92    0    92     0 2488 2192 76 16  8  1
 0  0 142716  11660    384  19648  208    0   208     0 1468 3838 31 11 58  0
 1  0 142672  11532    384  19648    4    0     4     0  448  413 11  3 86  0
 1  0 142512  10260    384  19652  228    0   228     0  650  514 22  5 72  0
 0  0 142420  10484    392  19728  104    0   104    28 2823 4372 28 12 61  0
 0  0 142348  10680    392  19772   76    0    76     0 1155 1920 14  4 82  0
 2  0 142348  10264    392  19780    0    0     0     0 1037  548 33 10 57  0
 0  0 142260  10152    392  19828   40    0    40     0 2423 4656 59 14 27  0
 0  0 142200  10352    392  19860  148    0   148     0  707  989 13  5 82  0
 0  0 142080  10516    400  19900  100    0   100    24 1830 3371 20  9 70  0
 0  0 142020  10412    400  19916   12    0    12     0  842  977 11  4 84  0
 3  0 141984  10396    400  19988    0    0     0     0 1168 1764 18  6 76  0
 0  0 141900  10392    400  19980   64    0    64     0 1450 1943 16  8 76  0
 3  0 141816  10388    400  20016  104    0   104     0 1832 2057 22 10 69  0
 0  0 141656  10420    408  20088   72    0    72    20 1823 2234 23 10 67  0
 0  0 141608  10172    408  20088   44    0    44     0 1360 1561 20  8 72  0
 2  0 141444  10040    408  20116  144    0   144     0 1642 1804 18 11 72  0
 1  0 141416  10048    408  20116   36    0    36     0 1297 1407 18 10 72  0
 1  0 141316  10112    408  20124   88    0    88    24 1218 1230 20 10 71  0
 0  0 141304   9864    416  20168   12    0    12    44 1221 1274 17  9 73  0
 0  0 141192   9864    416  20208   84    0    84     0  887  925 17  8 75  0
 0  0 141168   9740    416  20192   28    0    28     0 1194 1248 19 13 69  0
 0  0 141000   9484    416  20204  272    0   272     0  902  969 16  6 77  0
 1  0 140940   9492    416  20196   84    0    84  1048  754  802 16  9 75  0
 1  0 140896   9384    424  20196   80    0    80    44 1022 1002 18 10 73  0
 2  0 140892   9168    424  20240    0    0     0     0  750  782 16  8 76  0
 1  0 140824   8556    424  20256  168    0   168     0  842  840 15  9 76  0
 1  0 140808   8548    424  20264   52    0    52     0  744  708 15  8 77  0
 1  0 140768   8548    424  20272   88    0    88    28  654  642 15  5 80  0
 1  0 140752   8548    432  20280    0    0     0    40  842  837 17  5 77  0
 1  0 140740   8424    432  20288    0    0     0     0  681  628 14  6 79  0
 3  0 140712   8548    432  20292   52    0    52     0  539  494 11  4 84  0
 1  0 140700   8316    432  20416   56    0   172     0  767  802 16  6 77  0
 0  0 140696   8316    432  20420    4    0     4     0  534  586 14  4 82  0
 0  0 140632   8192    440  20424   48    0    48    28  621  625 15  5 79  0
 0  0 140592   8192    440  20428    0    0     0     0  524  533 13  4 83  0
 0  0 140520   8068    440  20432  116    0   116     0  481  488 12  2 86  0
 1  0 140500   8068    440  20436   16    0    16     0  559  539 11  6 84  0
 0  0 142136  11920    432  18188   60 1720    60  1724 1541 1314 16  7 72  5
 0  0 141976  12168    440  18192  184    0   184    28  486  513 16  5 79  0
 2  0 141976  12168    440  18196    0    0     0     0  485  504 11  4 85  0
 0  0 141956  12168    440  18196   20    0    20     0  409  429 12  3 85  0
 0  0 141952  12168    440  18200    0    0     0     0  500  527 13  3 84  0
 0  0 141920  12168    440  18204    4    0     4     0  526  577 13  4 82  0
 1  0 141892  12068    448  18204   72    0    72    28  392  508 12  2 87  0
 2  0 141876  11944    448  18208   24    0    24     0  435  444 13  3 84  0
 0  0 141860  11944    448  18208   40    0    40     0  408  495 13  3 84  0
 0  0 141836  11820    448  18212   32    0    32     0  379  378 12  3 85  0
 0  0 141740  11820    448  18216  112    0   112    16  466  539 11  2 86  0
 0  0 141720  11820    448  18216    8    0     8     0  366  453 11  2 87  0
 0  0 141696  11820    456  18216   44    0    44    36  414  479 13  3 85  0
 0  0 141628  11820    456  18220   84    0    84     0  357  389 12  2 86  0
 0  0 141620  11820    456  18220    8    0     8     0  400  410 11  2 86  0
 0  0 141516  11696    456  18220  132    0   132   148  435  512 12  3 85  0
 0  0 141460  11712    456  18224   40    0    40     0  303  358 11  1 88  0
 0  0 141456  11588    464  18224    0    0     0    40  373  410 11  2 86  0
 0  0 141444  11588    464  18224    0    0     0     0  342  410 12  1 87  0
 1  0 141376  11340    464  18224  128    0   128     0  297  377 11  2 87  0
 0  0 141284  11464    464  18232   64    0    64     4  346  433 11  2 87  0
 0  0 141244  11340    464  18232    4    0     4     0  300  392 10  1 89  0
 0  0 141204  11340    472  18232   40    0    40    32  390  409 11  2 87  0
 0  0 141132  11092    472  18232   60    0    60     0  309  400 12  1 88  0
 1  0 140340   9968    472  18284 1228    0  1288     0  447  455 20  1 78  0
 0  0 138940  12232    452  16628 5004 3208  5900  3328 2467 1945 17  8 64 10
 0  0 138908  11976    452  16620   56    0    56     0  278  365 10  0 89  0
 0  0 138888  11984    460  16632   32    0    32    60  421  442 11  2 86  0
 0  0 138860  11984    460  16648   24    0    24     0  332  356 11  2 87  0
 0  0 138812  11984    460  16660   32    0    32     0  271  328 10  1 89  0
 0  0 138732  11976    460  16656   76    0    80     0  364  444 11  1 87  0
 0  0 138708  11984    460  16664   12    0    12     0  252  345  9  1 90  0
 0  0 138672  11984    468  16668   12    0    12    32  368  415 10  2 88  0
 1  0 138648  11852    468  16652   24    0    24     0  299  318 10  1 89  0
 1  0 138620  11860    468  16656   24    0    24     0  276  342 10  0 91  0
 1  0 138592  11860    468  16656   40    0    40     0  336  388 10  2 88  0
 1  0 138588  11860    468  16648    8    0     8     0  310  307  9  1 90  0
 1  0 138576  11860    468  16652   28    0    28     0  296  357 10  2 89  0
 1  0 138520  11892    476  16628   80    0    80    28  287  333  8  2 90  0
 1  0 138500  11964    476  16656    0    0     0     0  295  352  9  1 90  0
 1  0 138500  11824    476  16656    0    0     0     0  283  348 10  1 90  0
 1  0 138468  11840    476  16656   36    0    36     0  259  317  9  2 89  0
 1  0 138464  11840    476  16660    0    0     0     0  253  346  9  1 91  0
 2  0 138404  11840    476  16664   76    0    76     0  262  322  8  0 91  0
 0  0 138360  11840    484  16664    4    0     4    28  305  396 11  0 89  0
 0  0 138356  11716    484  16664    0    0     0     0  289  360 11  1 87  0
 0  0 138296  11592    484  16668   88    0    88     0  319  397 11  1 88  0
 0  0 138260  11468    484  16668   16    0    16     0  327  373 12  2 86  0
 0  0 138220  11468    484  16668   36    0    36     0  313  366 12  1 87  0
 0  0 138216  11468    492  16668    0    0     0    20  304  377 11  1 88  0
 0  0 138184  11476    492  16668   44    0    44     0  325  381 10  1 89  0
 0  0 138136  11508    492  16672   52    0    52     0  357  449 11  2 86  0
 0  0 138096  11572    492  16672   84    0    84     0  392  456 12  2 85  0
 0  0 138084  11480    492  16672   20    0    20     0  330  332 11  2 87  0
 2  0 137980  11272    500  16676   76    0    76    20  398  437 12  2 85  0
 2  0 137980  11188    500  16808    0    0   132     0  374  364 10  3 87  0
 0  2 130740   6500    500  16128 6776   32  6868   208 1941 1315 11  9 35 45
 1  1 125984   7536    332  14248 8484 3884  8692  4240 6907 3600 10 24  0 67
 1  2 116840   7128    220  11904 6960 1532  7068  1796 3417 2313  7 17 16 59
 2  0 117396  11432     96  10668 1788 3184  2564  3452 6012 2255 30 11 16 43
 1  0 117308  11444     96  10728  148    0   148     0  307  403  8  2 90  0
 1  0 117116  11232     96  10728  356    0   356     0  508  488 16  5 78  0
 2  0 117108  11384     96  10716   40    0    40     0  244  264  9  0 91  0
 0  0 117104  11920     96  10732    0    0    60     0  383  413 12  2 86  0
 0  0 117104  11956    104  10852    0    0    60    40  334  402 11  2 88  0
 0  0 117104  11788    104  10852    0    0     0     0  260  374 10  1 89  0
 0  0 117104  11868    104  10856    0    0     0     0  309  378 12  1 87  0
 0  0 117104  11900    104  10856    0    0     0     0  248  323 10  1 89  0
 0  0 117100  11932    104  10856    4    0     4     0  294  380 10  1 88  0
 1  0 117020  11656    104  11388   64    0   596     0  366  411 10  3 86  0
 0  0 117020  11532    112  11392    0    0     0    32  301  412 13  1 86  0
 1  0 117000  11532    112  11392    0    0     0     0  293  399 10  2 88  0
 0  0 117000  11716    112  11396    0    0     0     0  316  382 10  2 88  0
 0  0 116992  11820    112  11396    0    0     0     0  298  364 10  0 89  0
 0  0 116972  10952    112  11400   16    0    16     0  365  404 12  3 85  0
 0  0 116972  11032    120  11400    0    0     0    32  263  382  9  0 90  0
 0  0 116964  11020    120  11400    4    0     4     0  304  351 12  2 86  0
 0  0 116940  11156    120  11400    8    0     8     0  254  328 10  0 90  0
 0  0 116940  11392    120  11400    0    0     0     0  272  300 11  2 88  0
 1  0 116940  11348    120  11404    0    0     0     0  323  393 10  2 89  0
 0  0 116896  10440    128  11404   64    0    64    28  306  375 12  2 86  0
 0  0 116888  10440    128  11404   12    0    12     0  250  356 10  1 89  0
 0  0 116888  10556    128  11472    0    0    68     0  263  342  8  2 90  0
 1  0 116888  11012    128  11472    0    0     0     0  303  350 10  2 87  0
 1  0 116888  11192    128  11476    0    0     4     0  284  346 10  2 88  0
 0  0 116888  11048    136  11792    0    0   316    28  287  362 12  2 86  0
 2  0 116848  11304    136  11796   72    0    72     0  299  356 12  1 87  0
 0  0 116844  11292    136  11796    0    0     0     0  283  364 10  1 89  0
 0  0 116844  11464    136  11796    0    0     0     0  259  328 11  2 88  0
 0  0 116844  11524    136  11796    0    0     0     0  256  339  9  1 90  0
 0  0 116828  11636    136  11804    8    0     8     0  300  420 12  3 86  0
 0  0 116824  11708    144  11796    0    0     0    28  210  351  9  1 90  0
 0  0 116820  11700    144  11796    0    0     0     0  245  331 10  1 89  0
 0  0 116820  12364    144  11800    0    0     0     0  286  307 10  1 89  0
 0  0 116820  12616    144  11800    0    0     0    56  284  310 10  1 89  0
 0  0 116804   9632   1844  12864  240    0  3000     0  489  542  9  6 83  2
 0  0 116804   9656   1852  12856    0    0     0    64  233  305 10  0 89  0
 0  0 116804   9656   1852  12864    0    0     0     0  218  332  8  2 90  0
 0  0 116780   9664   1852  12884    4    0     4     0  197  307 10  1 89  0
 0  0 116768   9664   1852  12876    0    0     0    28  213  300  9  0 91  0
 0  0 116756   9664   1852  12976    0    0    72     0  254  359  9  2 89  0
 0  0 116756   9540   1852  12936    0    0     0     0  202  314  8  0 91  0
 0  0 116756   9548   1860  12936    0    0     0    32  215  305 11  1 89  0
 0  0 116752   9540   1860  12940    0    0     0     0  238  343 10  0 90  0
 0  0 116752   9540   1860  12936    0    0     0     4  239  321 10  2 88  0
 0  0 116748   9604   1860  12940    0    0     0     0  231  375 10  1 90  0
 0  0 116748   9604   1860  12936    0    0     0     0  224  327  9  0 90  0
 0  0 116748   9604   1868  12928    0    0     0    48  197  340  9  1 91  0
 0  0 116748   9604   1868  12936    0    0     0     0  199  282  9  0 90  0
 0  0 116744   9604   1868  12916   24    0    24     0  207  322  8  0 91  0
 0  0 116744   9588   1868  12936    0    0     0     0  211  327  8  1 91  0
 0  0 116728   9604   1868  12944    8    0     8     0  213  331 10  0 90  0
 0  0 116728   9604   1868  12936    0    0     0     0  198  309  8  1 92  0
 1  0 116724   9604   1868  12932    8    0     8     0  236  322  9  1 90  0
 1  0 116724   9604   1876  12936    0    0     0    32  227  320  9  0 91  0
 1  0 116724   9604   1876  12936    0    0     0     0  240  345  9  2 90  0
 1  0 116712   9604   1876  12948    0    0     0     0  218  283  8  1 91  0
 1  0 116704   9464   1876  12936   16    0    16     0  241  350 10  0 90  0
 3  2 120216   7960   3948  18168  736 3624 13292  3824 1780 2583  6 10 67 18
MEDIA
NR:  568 CPU:  67.3216
