procs -----------memoria---------- ---swap-- -----io---- -sistema-- ------cpu-----
 r  b   swpd  libre búfer caché   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 8582012 212232 4668500    0    0     0     0 3832 4753  1 27 73  0  0
 5  0      0 8583512 212232 4668500    0    0     0     0 5161 7159  1 29 71  0  0
 6  0      0 8516452 212240 4668508    0    0     0    44 5168 8829  5 29 66  0  0
 2  0      0 8518008 212240 4668992    0    0     0 15360 8499 11588 12 29 59  0  0
12  0      0 8518076 212240 4669020    0    0     0     0 4049 5078  2 30 68  0  0
 2  0      0 8508500 212240 4669084    0    0     0     0 5384 8162  3 29 67  0  0
 2  0      0 8507116 212240 4669108    0    0     0     0 5321 6684  1 26 74  0  0
 2  0      0 8514932 212248 4669120    0    0     0    44 4195 5040  1 29 71  0  0
 1  0      0 8515468 212248 4669144    0    0     0     0 5035 8122  2 25 74  0  0
 2  0      0 8515980 212248 4669204    0    0     0     0 6399 10368  4 20 76  0  0
 2  0      0 8516864 212248 4669216    0    0     0     0 5566 7885  1 25 74  0  0
 2  0      0 8517500 212248 4669228    0    0     0     0 5562 8067  2 29 70  0  0
 2  0      0 8544108 212256 4669236    0    0     0    28 4933 6485  5 27 68  0  0
 2  0      0 8544648 212256 4669264    0    0     0     0 4780 5733  1 26 73  0  0
 3  0      0 8548816 212256 4669324    0    0     0    76 5585 10784  2 29 69  0  0
 2  0      0 8550372 212256 4669460    0    0     0     0 6087 9512  1 23 76  0  0
 2  0      0 8551036 212256 4669468    0    0     0     0 6104 7795  1 30 70  0  0
 2  1      0 8551988 212264 4669476    0    0     0    48 5751 8167  1 27 72  0  0
 2  0      0 8537576 212264 4669516    0    0     0     0 6748 13492  2 26 71  0  0
 2  0      0 8538388 212264 4669572    0    0     0     0 5982 8546  1 24 75  0  0
 2  0      0 8538768 212264 4669616    0    0     0     0 5479 7564  1 26 73  0  0
 3  0      0 8540740 212264 4669616    0    0     0     0 5303 8094  1 26 73  0  0
 4  0      0 8543540 212264 4669664    0    0     0     0 6835 10536  2 28 71  0  0
 2  0      0 8547388 212272 4669740    0    0     0    28 6515 9567  2 27 71  0  0
 2  0      0 8547672 212272 4669756    0    0     0     0 4875 6164  1 26 74  0  0
 1  0      0 8549292 212272 4669776    0    0     0     0 5531 8126  1 25 74  0  0
 2  0      0 8555216 212272 4669844    0    0     0     0 6166 13628  2 16 81  0  0
 3  0      0 8555064 212272 4669852    0    0     0     0 5126 6037  0 28 72  0  0
 2  0      0 8555792 212280 4669860    0    0     0    32 4894 5807  0 28 71  0  0
 2  0      0 8559076 212280 4669872    0    0     0   548 6639 8686  1 29 70  0  0
 1  0      0 8563780 212280 4669936    0    0     0     0 5018 7735  2 15 84  0  0
 3  0      0 8564572 212280 4669964    0    0     0     0 5384 8186  1 20 80  0  0
 1  0      0 8588524 212280 4669984    0    0     0     0 6484 11599  1 21 78  0  0
 3  0      0 8588776 212296 4669992    0    0     0    64 5165 7946  1 27 72  0  0
 2  0      0 8589116 212296 4669996    0    0     0  2288 3900 4576  1 26 74  0  0
 2  0      0 8593436 212296 4669996    0    0     0     0 4936 9429  2 27 71  0  0
 2  0      0 8600792 212296 4670080    0    0     0     0 5746 10381  1 29 70  0  0
 1  0      0 8604008 212296 4670152    0    0     0     0 5574 9179  8 13 79  0  0
 2  0      0 8604248 212304 4670192    0    0     0    56 5415 7063  0 27 73  0  0
 2  0      0 8605136 212304 4670196    0    0     0    56 4888 6215  0 29 71  0  0
 2  0      0 8605900 212304 4670196    0    0     0     0 5052 7204  1 29 70  0  0
 3  0      0 8609272 212304 4670248    0    0     0     0 6304 10213  1 29 70  0  0
 0  0      0 8619036 212304 4670328    0    0     0     0 6908 12092  1 23 76  0  0
 1  0      0 8619644 212312 4670352    0    0     0    28 4906 7406  1 16 84  0  0
 2  0      0 8620228 212316 4670348    0    0     0     4 5245 6782  0 26 73  0  0
 1  0      0 8621124 212316 4670360    0    0     0     0 6262 6199  1 29 70  0  0
 3  0      0 8624584 212316 4670404    0    0     0     0 5972 8637  0 29 70  0  0
 2  0      0 8629988 212316 4670424    0    0     0     0 6153 9312  1 28 70  0  0
 2  0      0 8631412 212324 4670448    0    0     0    52 5323 6021  0 27 72  0  0
 2  0      0 8632400 212324 4670672    0    0     0     0 4082 3818  0 28 72  0  0
 1  0      0 8638280 212324 4670732    0    0     0  5104 6248 11005  3 23 74  0  0
 4  0      0 8638280 212324 4670732    0    0     0     0 3343 4566  2 10 88  0  0
 2  0      0 8639352 212324 4670772    0    0     0     0 3716 4160  1 21 78  0  0
 2  0      0 8640548 212332 4670772    0    0     0    48 5225 6932  1 26 73  0  0
 2  0      0 8641252 212332 4670784    0    0     0     0 4433 5133  0 25 75  0  0
 2  0      0 8642564 212332 4670768    0    0     0     0 4399 5404  1 26 74  0  0
 3  0      0 8644484 212332 4670788    0    0     0     0 4323 5329  0 26 74  0  0
 2  0      0 8649224 212332 4670804    0    0     0     0 4471 6864  1 26 73  0  0
 3  0      0 8657832 212340 4670892    0    0     0    28 6684 11284  2 22 76  0  0
 4  0      0 8659496 212340 4670884    0    0     0     0 4839 7490  1 21 78  0  0
 2  0      0 8660760 212340 4670872    0    0     0   256 5270 7009  1 24 75  0  0
 2  0      0 8661280 212340 4670852    0    0     0     0 3838 4211  0 26 74  0  0
 2  0      0 8664764 212340 4670856    0    0     0     0 4586 7090  1 25 74  0  0
 1  0      0 8674860 212348 4670928    0    0     0    40 5667 14366  3 16 81  0  0
 4  0      0 8676324 212348 4670928    0    0     0     0 5173 8742  2 20 78  0  0
 4  0      0 8677880 212348 4670888    0    0     0  1008 5892 7136  0 29 71  0  0
 1  0      0 8679720 212348 4670904    0    0     0     0 5515 8849  1 16 84  0  0
 2  0      0 8680256 212348 4670904    0    0     0     0 3691 4047  0 20 79  0  0
 2  0      0 8680272 212356 4670928    0    0     0    56 3662 3840  0 25 75  0  0
 2  0      0 8687428 212356 4670952    0    0     0     0 4963 8318  1 26 72  0  0
 1  0      0 8700728 212356 4670984    0    0     0   536 6759 12133  1 27 72  0  0
 1  0      0 8708176 212356 4670996    0    0     0     0 5787 11340  7 15 79  0  0
 2  0      0 8714444 212356 4671044    0    0     0     0 5730 11142  2 15 83  0  0
 0  0      0 8719232 212356 4671120    0    0     0     0 5011 9432  2 12 86  0  0
 2  0      0 8721412 212364 4671124    0    0     0    48 4461 7715  3 13 84  0  0
 0  0      0 8732724 212364 4671196    0    0     0     0 4940 12668  2 15 83  0  0
 2  0      0 8735752 212364 4671160    0    0     0     0 3920 7188  1 12 87  0  0
 2  0      0 8737728 212364 4671168    0    0     0     0 3963 6613  2 12 86  0  0
 2  0      0 8737824 212364 4671724    0    0     0     0 3990 5904  2 16 82  0  0
 2  0      0 8739372 212372 4671836    0    0     0    44 4141 5243  1 28 72  0  0
 2  0      0 8751632 212372 4671852    0    0     0  1852 6719 12004  1 27 72  0  0
 1  0      0 8763912 212372 4671936    0    0     0     0 6303 11900  1 19 80  0  0
 2  0      0 8764632 212372 4671952    0    0     0     0 3848 5958  2  9 89  0  0
 1  0      0 8764092 212372 4671952    0    0     0     0 4935 8560  3 12 85  0  0
 1  0      0 8781248 212380 4672004    0    0     0    48 5773 14954  2 17 80  0  0
 0  0      0 8790396 212380 4672072    0    0     0     0 4773 10651  2 10 88  0  0
 2  0      0 8791528 212380 4672076    0    0     0     0 3967 6823  1 13 86  0  0
 1  0      0 8799996 212380 4672084    0    0     0     0 5320 10953  2 25 74  0  0
 0  0      0 8804460 212380 4672124    0    0     0     0 4463 8387  1 10 88  0  0
 0  0      0 8811784 212388 4672184    0    0     0    28 4976 10468  1 14 84  0  0
 1  0      0 8814644 212388 4672192    0    0     0     0 4123 7885  2 11 87  0  0
 0  0      0 8821852 212388 4672224    0    0     0     0 4583 9120  2 12 87  0  0
 0  0      0 8827420 212388 4672212    0    0     0     0 4546 9538  3 13 84  0  0
 0  0      0 8835628 212388 4672196    0    0     0     0 5724 13809  3 15 82  0  0
 2  0      0 8843032 212396 4672252    0    0     0    36 4819 11127  2 14 83  0  0
 2  0      0 8846908 212396 4672264    0    0     0     0 3799 8226  3 13 84  0  0
 1  0      0 8851364 212396 4672276    0    0     0  1480 4005 8346  1 14 85  0  0
 1  0      0 8855424 212396 4672296    0    0     0     0 3857 7290  2 14 84  0  0
 1  0      0 8859360 212396 4672312    0    0     0     0 3357 6097  2 15 84  0  0
 3  0      0 8862608 212404 4672308    0    0     0    44 3746 7219  2 14 84  0  0
 1  0      0 8864780 212404 4672356    0    0     0     0 2805 4804  2 12 86  0  0
 2  0      0 8868364 212412 4672356    0    0     0    64 3500 6372  2 14 85  0  0
 1  0      0 8870700 212412 4672376    0    0     0     0 2816 4898  2 12 86  0  0
 1  0      0 8870888 212412 4673524    0    0     0     0 2590 4063  2 13 86  0  0
 2  0      0 8874824 212412 4673428    0    0     0     0 3272 5541  2 14 84  0  0
 5  0      0 8876008 212412 4673472    0    0     0     0 2535 4035  2 12 87  0  0
 3  0      0 8877940 212420 4673468    0    0     0  1796 2632 4202  1 12 86  0  0
 0  0      0 8879648 212420 4673468    0    0     0     0 2689 4352  2 11 87  0  0
 0  0      0 8881056 212420 4673456    0    0     0     0 2467 4188  3 11 86  0  0
 2  0      0 8883224 212420 4673512    0    0     0     0 2600 4138  2 12 86  0  0
 0  0      0 8885160 212420 4673516    0    0     0     0 2528 4136  1 10 89  0  0
 0  0      0 8885824 212428 4673528    0    0     0    44 2190 3307  1  9 90  0  0
 1  0      0 8887912 212428 4673528    0    0     0     0 2607 4252  2 11 87  0  0
 2  0      0 8888056 212428 4673528    0    0     0     0 2056 2951  2  8 90  0  0
 0  0      0 8889672 212428 4673556    0    0     0     0 2243 3433  1 10 89  0  0
 1  0      0 8889580 212428 4673560    0    0     0     0 2174 2978  1  9 90  0  0
 0  0      0 8890624 212436 4673548    0    0     0   716 2060 2940  1  9 90  0  0
 0  0      0 8891480 212436 4673548    0    0     0     0 2238 3201  2  9 89  0  0
 2  0      0 8892244 212436 4673536    0    0     0     0 2989 5759  1 11 88  0  0
 1  0      0 8892756 212436 4673540    0    0     0     0 2087 2861  1  9 90  0  0
 0  0      0 8893604 212436 4673564    0    0     0     0 2112 3071  2  9 89  0  0
 0  0      0 8893684 212444 4673540    0    0     0  2268 2033 2782  1  8 91  0  0
 4  0      0 8894104 212444 4673536    0    0     0     0 2018 3189  2  8 89  0  0
 1  0      0 8895204 212444 4673532    0    0     0     0 2516 4793  4 11 86  0  0
 1  0      0 8895332 212444 4673516    0    0     0     0 2125 4010  3  8 89  0  0
 1  0      0 8895736 212444 4673532    0    0     0     0 1946 3386  2  7 91  0  0
 6  0      0 8895824 212444 4673532    0    0     0     0 1668 2383  1  8 91  0  0
 1  0      0 8896464 212452 4673532    0    0     0    40 1896 2686  2  8 90  0  0
 0  0      0 8896924 212452 4673532    0    0     0     0 1826 2783  1  6 92  0  0
 0  0      0 8897020 212452 4673544    0    0     0     0 1618 2317  1  6 92  0  0
 0  0      0 8897384 212452 4673568    0    0     0     0 1514 2378  2  6 92  0  0
 0  0      0 8897668 212452 4673572    0    0     0     0 1686 2504  2  7 91  0  0
 2  0      0 8898096 212460 4673568    0    0     0    68 1638 2358  2  7 92  0  0
 0  0      0 8898508 212460 4673568    0    0     0     0 1832 2689  2  8 90  0  0
 0  0      0 8898572 212460 4673716    0    0     0     0 1399 2105  1  6 92  0  0
 2  0      0 8898572 212468 4673740    0    0     0    32 1589 2410  1  8 92  0  0
 0  1      0 8898448 212468 4673744    0    0     0   292 1592 2248  1  7 92  0  0
 2  0      0 8898448 212468 4673744    0    0     0   572 1328 1934  1  6 94  0  0
 0  0      0 8898496 212468 4673744    0    0     0     0 1464 2156  1  7 92  0  0
 1  0      0 8898520 212468 4673724    0    0     0     0 1277 1900  1  5 94  0  0
 0  0      0 8898916 212476 4673708    0    0     0    44 1670 2460  1  6 93  0  0
 1  0      0 8899124 212476 4673728    0    0     0     0 1442 2132  1  6 92  0  0
 1  0      0 8899148 212476 4673728    0    0     0     0 1412 2446  1  6 93  0  0
 0  0      0 8899464 212476 4673740    0    0     0     0 3137 7993  1 11 87  0  0
 0  0      0 8899712 212476 4673752    0    0     0     0 1376 1904  1  6 93  0  0
 1  0      0 8900092 212484 4673800    0    0     0    28 1744 2583  2  7 91  0  0
 1  0      0 8900188 212484 4673800    0    0     0     0 1522 2214  2  5 93  0  0
 1  0      0 8900212 212484 4673800    0    0     0  3804 1700 2338  2  6 93  0  0
 1  0      0 8900528 212484 4673800    0    0     0     0 1625 2319  2  6 92  0  0
 2  0      0 8900560 212484 4673800    0    0     0     0 1302 1878  1  5 94  0  0
 1  0      0 8900560 212492 4673800    0    0     0    44 1611 2335  2  6 92  0  0
 1  0      0 8900640 212492 4673820    0    0     0     0 1366 2003  2  5 93  0  0
 1  0      0 8900640 212492 4673820    0    0     0     0 1425 1920  1  5 94  0  0
 1  0      0 8900452 212492 4673820    0    0     0     0 2644 4977  3  7 90  0  0
 1  0      0 8900452 212492 4673820    0    0     0     0 2121 2413  2  6 92  0  0
 0  0      0 8900476 212492 4673820    0    0     0     0 2087 4171  2  6 91  0  0
 0  0      0 8900792 212500 4673820    0    0     0    36 1469 2165  1  6 93  0  0
 0  0      0 8900880 212500 4673824    0    0     0   484 1500 2079  1  6 93  0  0
 0  0      0 8900880 212500 4673824    0    0     0     0 1383 1946  1  4 95  0  0
 0  0      0 8900896 212500 4673824    0    0     0     0 1244 1829  1  6 93  0  0
 0  0      0 8900896 212500 4673828    0    0     0     0 1243 1882  1  5 94  0  0
 1  0      0 8900936 212508 4673824    0    0     0    36 1131 1700  1  4 96  0  0
 1  0      0 8900936 212508 4673844    0    0     0     0 1329 1911  1  5 94  0  0
 0  0      0 8901144 212508 4673840    0    0     0     0 1243 1843  1  4 95  0  0
 0  0      0 8901160 212508 4673840    0    0     0     0 1432 2100  1  5 94  0  0
 1  0      0 8901288 212508 4673840    0    0     0     0 1398 1990  1  5 94  0  0
 0  0      0 8901288 212516 4673840    0    0     0    24 1378 1988  1  6 93  0  0
 0  0      0 8901620 212516 4673852    0    0     0     0 1384 1915  1  5 94  0  0
 1  0      0 8901888 212516 4673852    0    0     0     0 1426 2111  1  6 93  0  0
 0  0      0 8901896 212516 4673852    0    0     0     0 1586 2359  1  7 92  0  0
 0  0      0 8901780 212516 4673856    0    0     0     0 1678 2339  1  7 92  0  0
 0  0      0 8901780 212524 4673856    0    0     0    32 1495 2106  1  6 93  0  0
 1  0      0 8901796 212524 4673872    0    0     0   528 1606 2341  1  6 93  0  0
 0  0      0 8902112 212524 4673876    0    0     0     0 1535 2206  2  6 92  0  0
 0  0      0 8902372 212524 4673904    0    0     0     0 2571 6149  2  9 90  0  0
 2  0      0 8902372 212524 4673904    0    0     0     0 7150 11764  1 13 85  0  0
 2  0      0 8902380 212524 4673904    0    0     0     0 2723 4666  1  9 90  0  0
 0  0      0 8902468 212532 4673956    0    0     0  7028 9274 11823  1 16 83  0  0
 0  0      0 8902468 212532 4673960    0    0     0     0 1439 2152  1  6 93  0  0
 0  0      0 8902880 212532 4673960    0    0     0     0 1840 2652  1  9 89  0  0
 0  0      0 8903512 212532 4673960    0    0     0     0 1489 2143  1  5 93  0  0
 0  0      0 8903624 212532 4673956    0    0     0     0 1557 2302  1  6 93  0  0
 2  0      0 8903380 212540 4673976    0    0     0    32 1767 2911  2  8 90  0  0
 0  0      0 8903380 212540 4673980    0    0     0     0 1560 3326  2  5 92  0  0
 1  0      0 8903396 212540 4673988    0    0     0     0 1705 3194  3  7 91  0  0
 0  0      0 8903500 212540 4673972    0    0     0     0 1617 3295  3  5 92  0  0
 3  0      0 8903500 212540 4673972    0    0     0     0 1238 1874  1  5 94  0  0
 0  0      0 8903784 212548 4673972    0    0     0    36 1649 2608  2  8 90  0  0
 0  0      0 8903784 212548 4673996    0    0     0     0 1261 1952  1  5 94  0  0
 1  0      0 8903816 212548 4674000    0    0     0     0 1208 1833  1  6 94  0  0
 0  0      0 8903816 212548 4674000    0    0     0     0 1325 2081  1  5 94  0  0
 0  0      0 8903880 212548 4674000    0    0     0     0 1279 1994  1  5 94  0  0
 1  0      0 8903628 212556 4673992    0    0     0    24 1425 2171  1  7 92  0  0
 0  0      0 8903724 212556 4674004    0    0     0  2328 1349 1933  1  5 94  0  0
 0  0      0 8904016 212556 4674024    0    0     0     0 1252 1862  1  5 94  0  0
 0  0      0 8904016 212556 4674024    0    0     0     0 1251 1843  1  4 95  0  0
 0  0      0 8904016 212556 4674024    0    0     0     0 1078 1664  1  4 95  0  0
 1  0      0 8904016 212556 4674024    0    0     0     0 1247 1878  1  4 95  0  0
 0  0      0 8904080 212564 4674040    0    0     0    44 1289 1978  1  4 94  0  0
 0  0      0 8904364 212564 4674044    0    0     0     0 1138 1757  1  5 94  0  0
 1  0      0 8904364 212564 4674052    0    0     0     0 1225 1702  1  4 95  0  0
 0  0      0 8904932 212564 4674052    0    0     0     0 1470 2056  1  7 92  0  0
 2  0      0 8904712 212564 4674052    0    0     0     0 1166 1677  1  5 94  0  0
 1  0      0 8904712 212572 4674072    0    0     0    88 1201 1831  1  5 93  0  0
 1  0      0 8904760 212572 4674056    0    0     0     0 1378 1962  1  6 93  0  0
 2  0      0 8904760 212572 4674056    0    0     0     0 1152 1692  1  5 94  0  0
 2  0      0 8904824 212572 4674056    0    0     0     0 1063 1606  1  4 95  0  0
 0  0      0 8904824 212572 4674056    0    0     0     0 1134 1670  1  4 95  0  0
 0  0      0 8904888 212580 4674056    0    0     0    28 1297 2000  1  6 93  0  0
 0  0      0 8904888 212580 4674060    0    0     0     0 1167 1775  1  4 95  0  0
 0  0      0 8904952 212580 4674080    0    0     0     0 1045 1527  1  4 95  0  0
 3  0      0 8905268 212580 4674080    0    0     0     0 1320 1834  1  5 94  0  0
 0  0      0 8905268 212580 4674104    0    0     0     0 1161 1691  1  5 94  0  0
 0  0      0 8905252 212588 4674100    0    0     0   628 1887 4624  5  7 88  0  0
 0  0      0 8905260 212588 4674152    0    0     0     0 1101 1597  1  5 94  0  0
 0  0      0 8905268 212588 4674152    0    0     0     0 1558 3723  4  5 91  0  0
 0  0      0 8905268 212588 4674152    0    0     0     0  928 1401  1  4 95  0  0
 0  0      0 8905268 212588 4674152    0    0     0     0  961 1517  1  4 95  0  0
 0  0      0 8905584 212596 4674152    0    0     0   604 1330 1837  1  5 94  0  0
 0  0      0 8905584 212596 4674152    0    0     0     0  834 1276  1  3 96  0  0
 1  0      0 8905584 212596 4674172    0    0     0     0 1031 1634  1  4 95  0  0
 1  0      0 8905584 212596 4674172    0    0     0     0  899 1380  1  4 95  0  0
 1  0      0 8905584 212596 4674172    0    0     0     0 1019 1519  1  5 95  0  0
 1  0      0 8905584 212604 4674176    0    0     0   280  975 1379  1  4 95  0  0
 1  0      0 8905584 212604 4674176    0    0     0     0  935 1410  1  4 95  0  0
 1  0      0 8905584 212604 4674176    0    0     0     0  800 1206  0  4 96  0  0
 1  0      0 8905584 212604 4674216    0    0     0     0 1002 1495  1  4 95  0  0
 1  0      0 8905584 212604 4674216    0    0     0     0 1042 1412  1  4 95  0  0
 1  0      0 8905584 212604 4674216    0    0     0     0  938 1376  1  4 95  0  0
 1  0      0 8905584 212612 4674216    0    0     0    28 1001 1405  1  4 95  0  0
 1  0      0 8905584 212612 4674216    0    0     0     0 1057 1327  1  4 95  0  0
 1  0      0 8905584 212612 4674216    0    0     0     0  942 1435  0  4 95  0  0
 1  0      0 8905584 212612 4674236    0    0     0     0 1002 1484  0  5 95  0  0
 1  0      0 8905584 212612 4674236    0    0     0     0  932 1407  0  4 95  0  0
 1  0      0 8905584 212612 4674236    0    0     0   324 1047 1370  0  4 95  0  0
 0  0      0 8905584 212620 4674240    0    0     0    28  955 1383  1  4 95  0  0
 2  0      0 10224644 212620 4674204    0    0     0     8 2739 8640  4 10 86  0  0
 0  0      0 10224864 212620 4674204    0    0     0     0 1764 5165  1  7 92  0  0
 0  0      0 10224864 212620 4674204    0    0     0     0 1196 2635  2  4 95  0  0
MEDIA
NR:  570 CPU:  22.0616
