procs -----------memoria---------- ---swap-- -----io---- -sistema-- ------cpu-----
 r  b   swpd  libre búfer caché   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 8665868 211952 4660640    0    0     0     0 4011 4909  0 28 71  0  0
 2  0      0 8665324 211952 4660736    0    0     0     0 6710 10436  0 20 80  0  0
 2  0      0 8665892 211952 4660748    0    0     0     0 4570 5917  0 26 74  0  0
 2  0      0 8665412 211952 4660768    0    0     0     0 5504 7413  1 28 71  0  0
 2  0      0 8665704 211952 4660776    0    0     0     0 3705 3732  0 25 75  0  0
 2  0      0 8671100 211960 4660868    0    0     0    32 3679 3748  1 25 73  0  0
 2  0      0 8670636 211960 4660876    0    0     0     0 5983 9423  1 25 74  0  0
 2  0      0 8669944 211960 4660932    0    0     0     0 6412 9980  1 19 80  0  0
 2  0      0 8670220 211960 4660940    0    0     0     0 5533 7672  1 27 72  0  0
 2  0      0 8670316 211960 4660940    0    0     0     0 4824 5829  1 29 70  0  0
 2  0      0 8737860 211968 4660948    0    0     0    32 4302 4950  0 29 71  0  0
 2  0      0 8738120 211968 4660964    0    0     0     0 4455 5330  2 30 69  0  0
 3  0      0 8729032 211968 4661032    0    0     0     0 5665 8969  2 28 70  0  0
 1  0      0 8710440 211968 4661108    0    0     0     4 6209 8916  1 21 78  0  0
 1  0      0 8696084 211968 4661116    0    0     0     0 5889 7989  0 19 81  0  0
 3  0      0 8688180 211976 4661116    0    0     0    48 5187 6605  1 30 69  0  0
 2  0      0 8673408 211976 4661116    0    0     0     0 6001 9435  1 28 71  0  0
 3  0      0 8607832 211976 4661192    0    0     0     0 5718 8988  8 28 64  0  0
 2  0      0 8607884 211976 4661260    0    0     0  1240 7365 13862  3 27 71  0  0
 1  0      0 8606820 211976 4661284    0    0     0     0 5207 8428  3 11 87  0  0
 2  0      0 8606340 211976 4661516    0    0     0     0 5268 6795  0 29 70  0  0
 2  0      0 8606200 211984 4661520    0    0     0    36 5498 6933  0 30 69  0  0
 2  0      0 8605752 211984 4661532    0    0     0     0 5471 7000  0 30 70  0  0
 2  0      0 8605208 211984 4661576    0    0     0   640 5288 7205  0 28 72  0  0
 2  0      0 8605768 211984 4661600    0    0     0     0 4897 7101  1 27 73  0  0
 3  0      0 8606044 211984 4661624    0    0     0     0 4109 4824  0 29 70  0  0
 3  0      0 8604980 211992 4661644    0    0     0    40 6478 11178  3 27 70  0  0
 2  0      0 8605232 211992 4661744    0    0     0     0 5116 7275  0 25 75  0  0
 3  0      0 8605976 211992 4661792    0    0     0    68 4494 5680  1 29 70  0  0
 2  0      0 8605700 211992 4661808    0    0     0     0 4636 5163  0 29 70  0  0
 2  0      0 8604440 211992 4663060    0    0     0     0 4022 4360  0 27 72  0  0
 2  0      0 8604464 212000 4663060    0    0     0    56 5321 7233  1 29 70  0  0
 2  0      0 8605100 212000 4663104    0    0     0     0 6797 11624  2 27 71  0  0
 2  0      0 8602328 212000 4663144    0    0     0 11932 5638 8171  8 22 70  0  0
 2  0      0 8602336 212000 4663152    0    0     0     0 5494 7774  1 30 69  0  0
 2  0      0 8602260 212000 4663196    0    0     0     0 4961 6529  0 30 70  0  0
 3  0      0 8602048 212008 4663204    0    0     0    40 4863 6063  0 30 70  0  0
 2  0      0 8601424 212008 4663232    0    0     0     0 8017 10306  1 28 71  0  0
 2  0      0 8601464 212008 4663276    0    0     0     0 6727 8965  1 29 70  0  0
 2  0      0 8601356 212008 4663296    0    0     0     0 4627 4509  0 28 72  0  0
 2  0      0 8601144 212008 4663332    0    0     0     0 4495 5539  0 27 73  0  0
 2  0      0 8601388 212016 4663368    0    0     0    32 5778 10559  2 27 71  0  0
 1  0      0 8601528 212016 4663428    0    0     0     0 5693 12051  1 15 84  0  0
 2  0      0 8601016 212016 4663428    0    0     0     0 4761 5616  0 27 73  0  0
 2  0      0 8601048 212016 4663452    0    0     0     0 5785 9114  1 31 68  0  0
 2  0      0 8599704 212016 4663460    0    0     0     0 5513 8261  0 31 69  0  0
 2  0      0 8599688 212016 4663512    0    0     0     0 4619 7760  1 29 70  0  0
 4  0      0 8599916 212024 4663536    0    0     0    32 3391 3904  0 28 72  0  0
 2  0      0 8600160 212024 4663544    0    0     0     0 3840 6417  1 30 69  0  0
 2  0      0 8599912 212024 4663592    0    0     0  1148 8199 12853  2 29 69  0  0
 2  0      0 8599820 212024 4663612    0    0     0     0 4722 5906  1 26 73  0  0
 2  0      0 8600056 212024 4663676    0    0     0     0 4280 4261  0 26 73  0  0
 2  0      0 8600372 212032 4663732    0    0     0    36 3909 4361  1 27 73  0  0
 2  0      0 8600256 212032 4663764    0    0     0     0 3820 4154  0 27 73  0  0
 2  0      0 8600052 212032 4663776    0    0     0   704 5489 7084  1 26 74  0  0
 2  0      0 8599816 212032 4663776    0    0     0     0 4336 4901  0 26 73  0  0
 1  0      0 8599332 212032 4663820    0    0     0     0 6036 9871  1 23 76  0  0
 1  0      0 8598764 212040 4663848    0    0     0    32 5972 8829  1 18 81  0  0
 3  0      0 8599016 212040 4663864    0    0     0     0 5249 6857  0 22 77  0  0
 3  0      0 8599112 212040 4663872    0    0     0    24 5502 7450  0 29 71  0  0
 4  0      0 8597284 212040 4663908    0    0     0     0 6672 8937  9 26 64  0  0
 2  0      0 8597284 212040 4663932    0    0     0     0 4442 4578  0 26 74  0  0
 2  0      0 8597356 212048 4663944    0    0     0    48 3841 3861  0 27 73  0  0
 2  0      0 8597544 212048 4663964    0    0     0     0 8597 11151  1 28 71  0  0
 2  0      0 8596976 212048 4664084    0    0     0    48 5987 8256  0 27 72  0  0
 4  0      0 8596868 212048 4664092    0    0     0     0 5399 6816  0 27 72  0  0
 2  0      0 8596608 212048 4664100    0    0     0     0 6626 11310  1 25 74  0  0
 2  0      0 8597136 212048 4664156    0    0     0     0 5668 8716  2 19 79  0  0
 2  0      0 8596860 212056 4664220    0    0     0    28 5834 8150  1 30 69  0  0
 3  0      0 8597276 212056 4664220    0    0     0 14392 6062 6506  0 26 73  0  0
 1  0      0 8596544 212056 4664244    0    0     0     0 6547 10315  3 28 70  0  0
 2  0      0 8596236 212056 4664296    0    0     0     0 6360 8506  1 18 81  0  0
 2  0      0 8596764 212056 4664312    0    0     0     0 4503 5216  0 27 73  0  0
 2  0      0 8596520 212064 4664348    0    0     0    44 4717 6076  1 26 73  0  0
 2  0      0 8596576 212064 4664372    0    0     0     0 6061 9705  1 28 71  0  0
 2  0      0 8596592 212064 4664416    0    0     0     0 3764 4331  0 25 75  0  0
 2  0      0 8596356 212064 4664424    0    0     0     0 6057 10923  2 29 69  0  0
 2  0      0 8596180 212064 4664472    0    0     0     0 6545 9053  1 28 71  0  0
 2  0      0 8595748 212072 4664476    0    0     0    40 5474 9054  1 27 72  0  0
 2  0      0 8596104 212072 4664524    0    0     0  1220 5668 6748  1 26 74  0  0
 2  0      0 8596136 212072 4664540    0    0     0     0 4222 4372  0 25 75  0  0
 3  0      0 8596168 212072 4664540    0    0     0     0 3948 4232  0 25 74  0  0
 3  0      0 8596104 212072 4664580    0    0     0     0 6898 11967  1 30 69  0  0
 2  0      0 8591968 212080 4664644    0    0     0    36 6229 9256  9 24 67  0  0
 2  0      0 8591960 212080 4664676    0    0     0     0 5215 5575  0 25 74  0  0
 2  0      0 8592292 212080 4664676    0    0     0     0 5473 7219  1 25 74  0  0
 4  0      0 8592252 212080 4664704    0    0     0     0 5261 7155  1 26 74  0  0
 2  0      0 8591780 212080 4664728    0    0     0     0 5588 7654  1 27 73  0  0
 2  0      0 8592248 212088 4664756    0    0     0    28 10031 12036  1 28 71  0  0
 2  0      0 8591528 212088 4664788    0    0     0     0 6637 9245  1 28 71  0  0
 2  0      0 8592720 212088 4664808    0    0     0   764 6132 6903  0 28 71  0  0
 2  0      0 8592468 212088 4664824    0    0     0     0 5980 7900  1 26 73  0  0
 2  0      0 8592216 212088 4664860    0    0     0     0 5475 8192  1 28 71  0  0
 1  0      0 8592208 212096 4664852    0    0     0    40 4170 5700  0 29 71  0  0
 2  0      0 8592144 212096 4664908    0    0     0     0 8184 11769  2 28 71  0  0
 2  0      0 8591024 212096 4664944    0    0     0    32 4910 6039  1 26 73  0  0
 3  0      0 8591260 212096 4664952    0    0     0     0 5733 7591  0 28 72  0  0
 2  0      0 8591876 212096 4664984    0    0     0     0 5564 6639  0 25 74  0  0
 2  0      0 8590592 212104 4665008    0    0     0    36 6424 9020  1 27 72  0  0
 2  0      0 8591128 212104 4665028    0    0     0     0 4545 4912  0 25 74  0  0
 2  0      0 8591396 212104 4665048    0    0     0    44 4559 4739  0 28 72  0  0
 1  0      0 8591648 212104 4665064    0    0     0     0 4861 3868  0 29 71  0  0
 2  0      0 8591728 212104 4665108    0    0     0     0 8179 8279  1 29 70  0  0
 3  0      0 8591836 212112 4665124    0    0     0    28 6209 9995  2 28 70  0  0
 2  0      0 8590636 212112 4665188    0    0     0     0 5343 7490  0 25 75  0  0
 2  0      0 8590668 212112 4665204    0    0     0 12604 5710 6422  0 26 74  0  0
 2  0      0 8588220 212112 4665204    0    0     0     0 5720 10563  9 26 66  0  0
 2  0      0 8587032 212112 4665348    0    0     0     0 4534 5303  0 28 72  0  0
 2  0      0 8586384 212120 4665364    0    0     0    32 8534 14564  3 28 70  0  0
 1  0      0 8585888 212120 4665592    0    0     0     0 4103 5463  1 17 82  0  0
 1  0      0 8585392 212120 4665608    0    0     0   672 4659 5706  1 15 84  0  0
 1  0      0 8584992 212120 4665616    0    0     0     0 5604 8891  2 12 85  0  0
 2  0      0 8584376 212120 4665620    0    0     0     0 5326 6873  0 27 73  0  0
 2  0      0 8584384 212128 4665668    0    0     0    48 4823 6168  0 26 74  0  0
 7  0      0 8584748 212128 4665676    0    0     0     0 4512 4977  0 27 73  0  0
 2  0      0 8585272 212128 4665680    0    0     0   624 4800 6147  0 27 73  0  0
 2  0      0 8584744 212128 4665728    0    0     0     0 5007 6751  0 26 73  0  0
 2  0      0 8585036 212128 4665772    0    0     0     0 3542 3098  0 27 73  0  0
 2  0      0 8585060 212136 4665772    0    0     0    28 4018 4295  0 26 73  0  0
 2  0      0 8584564 212136 4665800    0    0     0     0 4482 5325  1 25 75  0  0
 2  0      0 8584596 212136 4665808    0    0     0   540 4147 4309  0 27 72  0  0
 2  0      0 8584344 212136 4665812    0    0     0     0 4159 4707  0 25 74  0  0
 2  0      0 8584312 212136 4665840    0    0     0     0 4402 4980  0 26 74  0  0
 2  0      0 8584700 212144 4665856    0    0     0    40 4951 7071  1 26 73  0  0
 1  0      0 8584508 212144 4665936    0    0     0     0 7192 11154  1 24 74  0  0
 2  0      0 8583800 212144 4665960    0    0     0     0 5285 6865  0 24 76  0  0
 2  0      0 8584392 212144 4665960    0    0     0    32 5173 6687  1 26 74  0  0
 2  0      0 8584392 212144 4665968    0    0     0     0 4685 6127  1 26 73  0  0
 2  0      0 8584440 212144 4665992    0    0     0     0 4598 5416  0 28 72  0  0
 2  0      0 8584464 212152 4666004    0    0     0    40 3774 3443  0 26 74  0  0
 2  0      0 8584716 212152 4666032    0    0     0     0 3702 3437  0 27 73  0  0
 2  0      0 8584464 212152 4666040    0    0     0  5276 4044 3374  0 25 74  0  0
 2  0      0 8584984 212152 4666048    0    0     0     0 3480 3264  0 27 73  0  0
 2  0      0 8581724 212152 4666496    0    0     0     0 8330 13285 11 24 65  0  0
 3  0      0 8580152 212160 4666524    0    0     0    52 7101 11476  1 21 78  0  0
 4  0      0 8579924 212160 4666524    0    0    32     0 5938 8383  2 26 72  0  0
 2  0      0 8580500 212160 4666660    0    0     0     0 8572 9705  1 25 74  0  0
 3  0      0 8580668 212160 4666676    0    0     0     0 5898 8666  1 25 74  0  0
 3  0      0 8580512 212160 4666684    0    0     0     0 5587 9596  1 27 72  0  0
 2  0      0 8580852 212168 4666684    0    0     0    36 4808 5924  0 26 73  0  0
 2  0      0 8580672 212168 4666692    0    0     0     0 4297 5066  0 26 73  0  0
 2  0      0 8580956 212168 4666700    0    0     0     0 5990 9737  1 26 73  0  0
 3  0      0 8581076 212168 4666784    0    0     0     0 7127 11768  1 28 71  0  0
 2  0      0 8580716 212168 4667248    0    0     0     0 6036 8936  0 22 78  0  0
 2  0      0 8580852 212184 4667272    0    0     0   172 5784 8189  1 26 73  0  0
 2  0      0 8580892 212192 4667308    0    0     0    44 5631 7655  1 26 73  0  0
 2  0      0 8580980 212192 4667332    0    0     0     0 5759 6238  0 25 74  0  0
 2  0      0 8581264 212192 4667524    0    0     0     0 5352 6916  1 26 73  0  0
 2  0      0 8581848 212192 4667536    0    0     0     0 5816 9633  1 27 72  0  0
 1  0      0 8581772 212192 4667636    0    0     0     0 6260 7246  1 27 72  0  0
 2  0      0 8579940 212200 4667700    0    0     0    36 8168 13137 17 25 58  0  0
 2  0      0 8579288 212200 4667744    0    0     0     0 5560 7473  1 24 75  0  0
 3  0      0 8579100 212200 4667804    0    0     0     0 5944 9229  1 29 70  0  0
 2  0      0 8579664 212200 4667832    0    0     0     0 5509 7625  1 26 74  0  0
 3  0      0 8579444 212200 4667852    0    0     0     0 5334 7820  1 27 72  0  0
 1  0      0 8580336 212224 4668272    0    0     0   216 7775 11784  1 24 74  0  0
 2  0      0 8579832 212224 4668316    0    0     0     0 5813 7844  0 19 80  0  0
 2  0      0 8580180 212224 4668352    0    0     0     0 5027 6287  0 25 74  0  0
 2  0      0 8581000 212224 4668360    0    0     0     0 5487 7654  1 26 73  0  0
 1  0      0 8581468 212224 4668420    0    0     0     0 6678 12521  2 23 74  0  0
 2  0      0 8581320 212232 4668428    0    0     0    36 5345 7693  1 18 81  0  0
 3  0      0 8581848 212232 4668456    0    0     0   684 5841 7622  1 27 72  0  0
 2  0      0 8582224 212232 4668492    0    0     0     0 5884 8531  1 28 72  0  0
