procs -----------memoria---------- ---swap-- -----io---- -sistema-- ------cpu-----
 r  b   swpd  libre búfer caché   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 10514188 205996 4499724    0    0    20    33  254  184  4  4 91  0  0
 6  0      0 10388164 205996 4499664    0    0     0    32 2604 9686 27  5 68  0  0
 1  0      0 10195320 205996 4499672    0    0     0     0 2611 11497 34  4 63  0  0
 2  0      0 10192044 205996 4499680    0    0     0     0 2591 3810  9  3 88  0  0
 8  0      0 10146696 206004 4499692    0    0     0    92 3623 8160 16  7 77  0  0
 1  0      0 10141992 206004 4499772    0    0     0     0 3887 7410 11  9 79  0  0
 0  0      0 10124772 206004 4499796    0    0     0     0 3981 7712 13  9 78  0  0
 1  0      0 10118420 206004 4499824    0    0     0     0 4698 11098 10 12 78  0  0
 8  0      0 10105740 206004 4499844    0    0     0     0 4878 11921  8 12 80  0  0
 1  0      0 10094064 206012 4499900    0    0     0    28 6206 15519 11 14 75  0  0
 1  0      0 10084228 206012 4499952    0    0     0     0 5797 15185  8 13 79  0  0
 3  0      0 10062828 206012 4500008    0    0     0     0 6656 18453 12 20 68  0  0
 1  0      0 10051972 206012 4501988    0    0     0  3184 9430 18465  6 23 72  0  0
 0  0      0 10029104 206012 4502248    0    0     0     0 7092 15699  4 17 78  0  0
 2  0      0 10020232 206020 4502500    0    0     0    60 7136 15596  5 18 77  0  0
 2  0      0 9993008 206020 4502624    0    0     0     0 6860 16464 11 27 63  0  0
 2  0      0 9976572 206020 4502812    0    0     0     0 6319 15389 12 25 63  0  0
 3  0      0 9974904 206020 4502868    0    0     0     0 5971 15974  6 22 72  0  0
 1  0      0 9970636 206020 4503120    0    0     0     0 7664 18641  5 18 76  0  0
 3  0      0 9961892 206028 4504464    0    0     0    44 7600 18614 12 18 70  0  0
 3  0      0 9955436 206028 4504628    0    0     0     0 6250 17478  9 17 74  0  0
 3  0      0 9924220 206028 4504716    0    0     0     0 6414 17155 12 20 69  0  0
 2  0      0 9883868 206028 4504764    0    0     0     0 6668 15927 25 23 53  0  0
 4  0      0 9881608 206028 4506296    0    0     0 14556 7320 16833  5 19 76  0  0
 2  0      0 9880144 206036 4506236    0    0     0    44 6190 16103 10 18 71  0  0
 1  0      0 9880152 206036 4506328    0    0     0     0 5901 15299 10 18 72  0  0
 2  0      0 9878688 206036 4506384    0    0     0     0 5403 14418  6 16 79  0  0
 4  0      0 9870000 206036 4508276    0    0     0     0 6989 14780  7 20 74  0  0
 0  0      0 9869772 206036 4508396    0    0     0     8 6234 16478  4 18 79  0  0
 1  0      0 9868820 206044 4508440    0    0     0    40 6269 16664  3 18 78  0  0
 1  0      0 9867576 206044 4508520    0    0     0     0 6129 16568  3 17 80  0  0
 1  0      0 9864836 206044 4509736    0    0     0     0 6785 16963  3 16 81  0  0
 3  0      0 9852108 206044 4509872    0    0     0     0 6221 16091  3 20 77  0  0
 0  0      0 9822120 206044 4509920    0    0     0   152 6006 16148  3 18 79  0  0
 0  0      0 9792164 206052 4509992    0    0     0    56 6384 16874  3 19 78  0  0
 3  0      0 9758048 206052 4511528    0    0     0     0 7294 16501  2 19 79  0  0
 1  0      0 9723116 206052 4511628    0    0     0     0 6521 16973  3 18 80  0  0
 1  0      0 9690104 206052 4511684    0    0     0     0 6030 16031  4 19 77  0  0
 0  0      0 9654328 206052 4511744    0    0     0  1584 6308 16601  3 18 79  0  0
 0  0      0 9620056 206060 4512500    0    0     0    36 7061 16983  3 19 79  0  0
 5  0      0 9587044 206060 4512528    0    0     0     0 6434 16793  3 22 74  0  0
 0  0      0 9557024 206060 4512600    0    0     0     0 6629 17200  3 22 75  0  0
 3  0      0 9522532 206060 4513020    0    0     0     0 6053 16327  3 20 77  0  0
 0  0      0 9492904 206060 4513084    0    0     0  3416 6342 16144  5 18 77  0  0
 2  0      0 9491268 206068 4514180    0    0     0    28 5898 14518  3 19 78  0  0
 3  0      0 9490172 206068 4514232    0    0     0     0 6304 17230  3 18 80  0  0
 5  0      0 9490924 206068 4514324    0    0     0     0 6384 17049  2 18 80  0  0
 1  0      0 9487300 206068 4517368    0    0     0     0 7604 18015  4 19 77  0  0
 2  0      0 9488008 206068 4517608    0    0     0   140 6623 17291  5 21 74  0  0
 0  0      0 9487284 206076 4517672    0    0     0    32 6166 17362  4 20 75  0  0
 1  0      0 9487656 206076 4517764    0    0     0     0 6706 18123  3 19 78  0  0
 6  0      0 9488856 206076 4517824    0    0     0     0 6411 16530  3 20 78  0  0
 2  0      0 9492776 206076 4517892    0    0     0     0 6207 17045  3 18 79  0  0
 1  0      0 9503528 206076 4517944    0    0     0 12312 6596 17089  3 19 79  0  0
 1  0      0 9517928 206084 4518080    0    0     0    44 7116 16885  5 20 75  0  0
 3  0      0 9529172 206084 4519408    0    0     0     0 6906 15951  2 18 80  0  0
 2  0      0 9545480 206084 4519588    0    0     0     0 6177 15981  3 18 79  0  0
 0  0      0 9559904 206084 4519640    0    0     0     0 5332 12834  3 17 80  0  0
 2  0      0 9577992 206084 4519696    0    0     0     0 5374 13146  2 16 82  0  0
 2  0      0 9592240 206092 4519748    0    0     0    28 4608 10209  2 15 83  0  0
 2  0      0 9603088 206092 4519944    0    0     0     0 4034 8361  3 16 81  0  0
 1  0      0 9613996 206092 4519976    0    0     0     0 3566 7140  1 14 84  0  0
 1  0      0 9620412 206092 4519984    0    0     0     0 3039 5330  1 14 85  0  0
 5  0      0 9621832 206092 4520256    0    0     0     0 2321 3272  2 10 88  0  0
 0  0      0 9623132 206100 4520588    0    0     0    52 1719 2625  2  7 92  0  0
 1  0      0 10259064 206100 4520812    0    0     0   168 1723 4276  3  6 91  0  0
 0  0      0 10499444 206108 4525604    0    0     0    92 1623 3827  2  7 91  0  0
 0  0      0 10499444 206108 4525604    0    0     0     0  670 1143  1  1 98  0  0
MEDIA
NR:  70 CPU:  22.4412
