procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0  80172   8976    956  42016   84    0    84     0 1223  919 81 16  3  0
 1  0  78448   9116    956  40640 1548    0  1840     0 2457 3048 82 14  5  0
 4  1  77120   6932    920  39448 2800  392  2800   800 4579 5798 74 14  9  3
 0  2  76736   6468    892  37216 1136  980  1312  1388 7715 1622 54 12  7 26
 5  0  79276   8688   1148  36792  232 2632   644  2780 5880 2428 59 24  3 14
10  0  78516   8260   1148  36952  972    0   980     0 3619 3444 80 19  0  0
 3  0  77460   7916   1148  37164 1080    0  1132     0 2880 5448 41 19 40  0
 1  1  77396   7232   1148  37308  240    0   240     0 3296 6515 30 17 50  3
 4  0  79556   7976   1132  37092  808 2428   852  2428 3874 6302 32 17 39 12
 0  0  79436   7764   1140  37380  160    0   160    32 4120 9379 37 21 42  0
 4  0  79284   7592   1140  37524  100    0   100     0 3282 5615 33 18 49  0
 2  0  83636   8376   1128  37088 1252 5260  1252  6532 6606 7137 43 28 17 12
 3  0  83148   7484   1128  37312 1032    0  1032     0 4621 10446 42 25 34  0
 0  0  83132   7560   1132  37492   92    0    96     0 3775 7877 33 16 50  0
 0  0  85176   8364   1096  37108  420 2348   420  2404 4390 7161 37 28 35  0
 2  0  85856   8436   1068  37176  796 1288   796  1288 3868 8413 41 16 43  0
 4  0  85688   8436   1068  37416  320    0   320     0 4047 9006 39 27 34  0
 2  0  85276   8412   1068  37636  232    0   232     0 4054 8795 37 18 45  0
 1  0  85100   7340   1068  37852  212    0   212     0 4298 8798 42 19 38  0
 1  0  87088   8064    956  37320  572 2344   572  2372 3300 4355 35 21 44  1
 8  0  87020   7512    956  37332  512  372   512   372 4402 8880 39 22 39  0
 8  0  87884   7948    956  37160  500 1316   500  1316 4926 10338 42 23 34  2
 5  0  87784   8508    956  37344  208    0   208     0 3593 7413 32 16 53  0
 9  0  87624   7684    956  37580  296    0   296     0 3840 7326 37 23 40  0
 5  0  88640   8108    964  37112   92 1156    92  1200 4179 8187 41 20 33  6
 5  0  88560   8064    964  37208  104    0   104     0 3870 7594 44 25 32  0
 9  0  88436   7920    964  37504  160    0   160     0 3976 8578 43 24 33  0
 7  1  88252   7176    964  37612  348  164   348   164 4058 8613 45 25 31  0
 5  1  88264   7536    964  36880   96  116    96   116 4986 7286 34 26 15 24
 4  0  89020   8372    972  36268  288  940   288   968 5184 8901 43 18 35  4
 8  0  88944   8380    972  36432  128    0   128     0 3744 7770 34 16 50  0
 5  0  88812   7916    972  36572  112    0   112     0 3659 7556 33 15 52  0
 2  0  88504   7636    972  36724  252    0   252     0 3607 6847 33 16 51  0
 1  0  88440   7420    972  36840   56    0    56     0 3234 6085 31 15 54  0
 0  0  88524   8452    964  35196  180  328   180   356 4892 5740 29 20 42  9
 2  1  88544   7508    964  34856  116   84   116    84 3955 4835 28 14 47 11
 0  0  88856   8252    956  34348  228  560   228   560 3115 4082 27 20 52  1
 3  0  88644   8252    956  34392  264    0   264     0 2655 3378 23 15 62  0
 2  0  88524   8128    956  34464   96    0    96     0 2191 2620 20 12 68  0
 0  0  89932   8500    948  33500  160 1520   160  1564 1921 2352 19 12 69  0
 0  0  89852   8408    948  33528  136    0   136     0 1590 1899 19 13 68  0
 0  0  89708   8292    948  33556  136    0   136     0 1410 1516 22 13 65  0
 0  0  89652   8292    948  33572  108    0   108     0 1140 1193 20 10 70  0
 1  0  89620   8168    948  33584   84    0    84     0  938  980 17  9 74  0
 1  0  89612   8052    956  33592    0    0     0    28  664  665 15  5 80  0
 0  0  89448   8052    956  33596  160    0   160     0  628  650 14  4 82  0
 0  0  89444   8052    956  33604    0    0     0  2248  524  526 13  5 82  0
 0  0  89140   7844    956  33604  400    0   400     0  370  477 11  3 86  0
 1  0  89104   7720    956  33608    0    0     0     0  360  438 12  3 85  0
 1  0  89084   7596    964  33608   16    0    16    40  254  341 11  1 88  0
 0  0  89044   7472    964  33616   32    0    32     0  288  385  9  2 89  0
 0  0  89696   8464    948  32612  200  804   200   804  294  483 11  1 81  7
 1  0  89576   8464    956  32576   84    0    92     0  304  387 12  2 86  0
 0  0  89420   8464    956  32612  160    0   160     0  270  363 10  1 89  0
 0  0  89288   8380    956  32612  124    0   124     0  243  355 10  2 88  0
 1  0  89272   7368    964  32644   32    0    96    20  304  374 10  2 88  0
 0  0  89292   8464    696  32220  248  192   248  2148  307  394  8  0 85  6
 0  0  89228   8340    696  32216   76    0    76     0  233  355  9  0 91  0
 0  1  89132   6816    724  33200   56    0  1100     0  388  465 11  0 86  2
MEDIA
NR:  103 CPU:  50.1188
