11216 207443634.0 38779248.0 85536738.0 38779248.0
11280 209785486.0 39212359.0 86482176.0 39212359.0
11344 212751302.0 39732889.0 88053650.0 39732889.0
11408 215002949.0 40171545.0 88893044.0 40171545.0
11472 217629830.0 40610710.0 90099814.0 40610710.0
11536 219998988.0 41053950.0 91040784.0 41053950.0
11600 222198367.0 41500432.0 91803966.0 41500432.0
11664 224408304.0 41949866.0 92570020.0 41949866.0
11728 226813929.0 42399880.0 93523548.0 42399880.0
11792 229262332.0 42852665.0 94511976.0 42852665.0
11856 232362342.0 43396779.0 96154535.0 43396779.0
11920 234716332.0 43855728.0 97032711.0 43855728.0
11984 237459531.0 44313840.0 98292242.0 44313840.0
12048 239934059.0 44776935.0 99275021.0 44776935.0
12112 242230615.0 45243133.0 100071815.0 45243133.0
12176 244537803.0 45712352.0 100871567.0 45712352.0
12240 247048757.0 46182065.0 101866853.0 46182065.0
