11216 174730764.0 27329857.0 50880822.0 27329857.0
11280 176609860.0 27637460.0 51341815.0 27637460.0
11344 178498968.0 27946737.0 51804792.0 27946737.0
11408 180397083.0 28257373.0 52268761.0 28257373.0
11472 182306808.0 28570407.0 52736264.0 28570407.0
11536 184409036.0 28884186.0 53388103.0 28884186.0
11600 186339131.0 29200298.0 53859697.0 29200298.0
11664 188278937.0 29518146.0 54333137.0 29518146.0
11728 190229009.0 29837666.0 54808709.0 29837666.0
11792 192406582.0 30158296.0 55503607.0 30158296.0
11856 195238758.0 30572697.0 56856088.0 30572697.0
11920 197319127.0 30897603.0 57437807.0 30897603.0
11984 199791056.0 31222804.0 58403098.0 31222804.0
12048 201800301.0 31551664.0 58897400.0 31551664.0
12112 203819212.0 31881884.0 59393287.0 31881884.0
12176 205848004.0 32213958.0 59891127.0 32213958.0
12240 208081376.0 32547096.0 60585483.0 32547096.0
