11216 272141270.0 61216466.0 154074564.0 61216462.0
11280 275163517.0 61896084.0 155743204.0 61896080.0
11344 278630291.0 62662522.0 157857547.0 62662518.0
11408 281394371.0 63354233.0 159253013.0 63354229.0
11472 284705338.0 64042292.0 161187666.0 64042288.0
11536 287796364.0 64737366.0 162894287.0 64737363.0
11600 291341570.0 65521149.0 165056448.0 65521145.0
11664 294167882.0 66228451.0 166483348.0 66228447.0
11728 297552859.0 66931851.0 168461221.0 66931848.0
11792 300712744.0 67642430.0 170205887.0 67642427.0
11856 304336406.0 68443524.0 172415906.0 68443521.0
11920 307224879.0 69166387.0 173874169.0 69166384.0
11984 310683976.0 69885190.0 175895356.0 69885187.0
12048 313912628.0 70611237.0 177677983.0 70611234.0
12112 317614730.0 71429669.0 179935836.0 71429666.0
12176 320565390.0 72168078.0 181425488.0 72168075.0
12240 324098602.0 72902290.0 183489992.0 72902287.0
