procs -----------memoria---------- ---swap-- -----io---- -sistema-- ------cpu-----
 r  b   swpd  libre búfer caché   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 9748148 206148 4528216    0    0     0     0 6838 18330  6 19 74  0  0
 1  0      0 9747796 206148 4528304    0    0     0     0 7161 18824  3 22 75  0  0
 2  0      0 9748024 206156 4528372    0    0     0    24 6607 17462  2 20 78  0  0
 3  0      0 9748424 206156 4528444    0    0     0     0 6474 18072  3 19 78  0  0
 0  0      0 9747172 206156 4528532    0    0     0     0 7032 18709  4 22 75  0  0
 4  0      0 9745384 206156 4528592    0    0     0     0 7130 19174  4 21 75  0  0
 1  0      0 9742012 206156 4528652    0    0     0    52 6784 18190  3 20 77  0  0
 1  0      0 9737248 206164 4528732    0    0     0    52 6950 17974  3 21 76  0  0
 1  0      0 9699520 206164 4528916    0    0     0     0 7178 18840  3 21 76  0  0
 0  0      0 9659728 206164 4528968    0    0     0     0 7124 19473  4 21 75  0  0
 0  0      0 9617848 206164 4529056    0    0     0     0 6825 17842  3 21 76  0  0
 0  0      0 9575008 206164 4529128    0    0     0  5504 7235 18705  3 21 76  0  0
 0  0      0 9530372 206172 4530032    0    0     0    72 7775 18581  4 21 76  0  0
 0  0      0 9485044 206172 4530220    0    0     0     0 7154 19011  4 20 76  0  0
 3  0      0 9441024 206172 4534492    0    0     0     0 7529 19409  9 23 69  0  0
 5  0      0 9440952 206172 4534628    0    0     0     0 7380 20316  4 21 75  0  0
 2  0      0 9440472 206172 4534708    0    0     0   208 7096 19611  4 21 75  0  0
 1  0      0 9439964 206180 4534836    0    0     0    40 7234 16984  4 21 75  0  0
 0  0      0 9439032 206180 4535692    0    0     0     0 7781 19676  3 20 77  0  0
 0  0      0 9438788 206180 4535784    0    0     0     0 7320 18998  3 20 77  0  0
 3  0      0 9439188 206180 4535880    0    0     0     0 6861 18168  2 20 77  0  0
 2  0      0 9438644 206180 4535944    0    0     0     0 6917 18249  3 23 73  0  0
 0  0      0 9438976 206188 4535992    0    0     0    28 6652 17706  3 21 77  0  0
 0  0      0 9437968 206188 4536476    0    0     0     0 7498 19067  3 22 76  0  0
 5  0      0 9438160 206188 4536540    0    0     0     0 7011 18645  4 21 75  0  0
 1  0      0 9439912 206188 4536616    0    0     0     0 7018 18962  3 19 78  0  0
 2  0      0 9442712 206188 4536688    0    0     0  8048 7342 18586  3 19 78  0  0
 1  0      0 9451100 206196 4538104    0    0     0    76 8906 18734  5 20 75  0  0
 3  0      0 9463872 206196 4538568    0    0     0     0 7044 17678  7 19 74  0  0
 2  0      0 9480424 206196 4538668    0    0     0     0 6644 17939  4 22 74  0  0
 4  0      0 9497932 206196 4538744    0    0     0     0 6571 17250  2 18 79  0  0
 3  0      0 9516604 206196 4538808    0    0     0     0 7132 16557  2 17 80  0  0
 0  0      0 9533500 206204 4539116    0    0     0    28 6095 13841  3 16 80  0  0
 0  0      0 9551888 206204 4539172    0    0     0     0 5093 12653  2 17 81  0  0
 0  0      0 9567504 206204 4539228    0    0     0     0 4570 10310  3 17 81  0  0
 0  0      0 9583324 206204 4539260    0    0     0     0 4176 9337  2 17 81  0  0
 2  0      0 9591080 206204 4539284    0    0     0    16 3103 5756  1 15 84  0  0
 0  0      0 9593932 206212 4539308    0    0     0    36 2447 3571  2 14 84  0  0
 0  0      0 9594748 206212 4539328    0    0     0     0 1433 2292  1  6 93  0  0
 0  0      0 9594812 206212 4539332    0    0     0     0  890 1410  1  3 96  0  0
 0  0      0 10483344 206212 4539308    0    0     0   208 2852 5839  4  9 87  0  0
 0  0      0 10483408 206212 4539308    0    0     0  4692 1093 1757  1  4 95  0  0
MEDIA
NR:  70 CPU:  24.4265
