procs -----------memoria---------- ---swap-- -----io---- -sistema-- ------cpu-----
 r  b   swpd  libre búfer caché   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 9221428 210864 4636900    0    0     0  7252 3021 2855  0  0 99  0  0
 4  0      0 9221428 210864 4636900    0    0     0     0 2816 2737  0  1 99  0  0
 2  0      0 9219444 210872 4638628    0    0     0    28 2839 3961  0  5 95  0  0
 1  0      0 9208504 210872 4638632    0    0     0     0 2746 4910  3  7 90  0  0
 0  0      0 9202068 210872 4638636    0    0     0     0 2734 4032  2  7 91  0  0
 1  0      0 9189456 210872 4638636    0    0     0     0 3728 6036  4  8 88  0  0
 0  0      0 9170960 210872 4638636    0    0     0     0 4929 7949  2 11 86  0  0
 2  0      0 9058348 210880 4638740    0    0     0    52 5515 9096  9 16 74  0  0
 2  0      0 9000828 210880 4638740    0    0     0     0 5143 6794  5 26 69  0  0
 2  0      0 8990536 210880 4638744    0    0     0     0 4958 6208  1 26 74  0  0
 2  0      0 8984716 210880 4638776    0    0     0     0 4097 4306  0 26 74  0  0
 2  0      0 8983668 210880 4638784    0    0     0     0 4373 4806  0 28 72  0  0
 2  0      0 8898472 210888 4640156    0    0     0    36 4554 5726  2 27 71  0  0
 2  0      0 8897968 210888 4640220    0    0     0     0 4708 7874  3 26 70  0  0
 2  0      0 8893024 210888 4640248    0    0     0     0 5362 6494  1 26 73  0  0
 2  0      0 8890624 210888 4640276    0    0     0 12212 5468 8728  2 28 71  0  0
 2  0      0 8887916 210888 4640300    0    0     0     0 3656 3538  1 25 73  0  0
 2  0      0 8885460 210896 4640352    0    0     0    28 3548 3637  0 26 73  0  0
 2  0      0 8885712 210896 4640352    0    0     0     0 3864 3728  0 28 72  0  0
 2  0      0 8884768 210896 4640404    0    0     0     0 3884 3847  0 26 74  0  0
 2  0      0 8884768 210896 4640408    0    0     0   716 3580 3207  0 27 73  0  0
 2  0      0 8884752 210896 4640412    0    0     0     0 2965 2394  0 27 73  0  0
 2  0      0 8884264 210904 4640428    0    0     0    56 3440 3184  0 27 73  0  0
 2  0      0 8884264 210904 4640428    0    0     0     0 2982 2343  0 27 73  0  0
 2  0      0 8884264 210904 4640428    0    0     0     0 2635 2110  0 28 72  0  0
 3  0      0 8884028 210904 4640428    0    0     0     0 2582 2188  0 27 73  0  0
 1  0      0 8884004 210904 4640428    0    0     0     0 2767 2357  0 30 70  0  0
 2  0      0 8884004 210904 4640428    0    0     0     0 2820 2037  0 29 71  0  0
 2  0      0 8884004 210912 4640440    0    0     0    24 2767 1881  0 27 73  0  0
 2  0      0 8884012 210912 4640440    0    0     0     0 3157 2363  0 29 71  0  0
 2  0      0 8883760 210912 4640440    0    0     0  1076 3277 2189  0 28 72  0  0
 2  0      0 8883784 210912 4640440    0    0     0     0 2871 2206  0 30 69  0  0
 2  0      0 8883776 210912 4640440    0    0     0     0 2943 1933  0 33 67  0  0
 2  0      0 8884040 210920 4640432    0    0     0    24 3065 2295  1 29 70  0  0
 2  0      0 8859816 210920 4640472    0    0     0     0 3427 3674  4 29 67  0  0
 2  0      0 8859100 210920 4640472    0    0     0     0 3278 2471  0 31 69  0  0
 2  0      0 8858644 210920 4640472    0    0     0   380 5456 5663  1 28 71  0  0
 2  0      0 8856692 210920 4640480    0    0     0     0 4306 5136  1 24 75  0  0
 2  0      0 8856400 210920 4640512    0    0     0     0 3296 3787  0 26 74  0  0
 2  0      0 8856684 210928 4640520    0    0     0    32 2717 2212  0 25 74  0  0
 2  0      0 8856804 210928 4640552    0    0     0     0 2927 2057  0 25 74  0  0
 2  0      0 8856648 210928 4640552    0    0     0     4 2474 1735  0 25 75  0  0
 2  0      0 8856664 210928 4640612    0    0     0     0 2944 2354  0 24 75  0  0
 2  0      0 8856412 210928 4640612    0    0     0     0 2992 2528  0 25 75  0  0
 2  0      0 8854476 210936 4640632    0    0     0    32 3379 5564  2 23 75  0  0
 2  0      0 8853680 210936 4640676    0    0     0     0 4636 6023  1 27 72  0  0
 1  0      0 8850748 210936 4640792    0    0     0  9460 11061 17222  9 27 64  0  0
 2  0      0 8850632 210936 4640836    0    0     0     0 6110 8630  0 17 82  0  0
 5  0      0 8850108 210936 4640896    0    0     0     0 8300 12770  2 21 77  0  0
 2  0      0 8805396 210944 4640928    0    0     0    44 7218 10788  6 24 70  0  0
 2  0      0 8805428 210944 4640980    0    0     0     0 6705 10940  1 27 71  0  0
 3  0      0 8805500 210944 4641060    0    0     0     0 7822 12168  2 28 70  0  0
 3  0      0 8804972 210944 4641112    0    0     0     0 7089 10596  1 28 71  0  0
 2  0      0 8805068 210944 4641148    0    0     0     0 7166 10457  1 26 73  0  0
 2  0      0 8804348 210952 4641208    0    0     0    32 8768 12421  3 28 69  0  0
 6  0      0 8804768 210952 4641216    0    0     0     0 5661 8051  1 26 74  0  0
 2  0      0 8804208 210952 4641248    0    0     0     0 6856 10513  2 29 69  0  0
 2  0      0 8774936 210952 4641272    0    0     0     0 6486 7341  6 30 64  0  0
 2  0      0 8774180 210952 4641320    0    0     0     0 5620 5622  1 28 71  0  0
 2  0      0 8774304 210952 4641372    0    0     0     0 5711 6315  0 30 70  0  0
 2  0      0 8774328 210960 4641376    0    0     0    32 4656 4620  0 28 71  0  0
 2  0      0 8774044 210960 4641376    0    0     0     0 4850 4422  0 28 71  0  0
 4  0      0 8774028 210960 4641400    0    0     0     0 5523 9982  1 28 72  0  0
 1  0      0 8773444 210960 4641484    0    0     0     0 9478 15552  5 25 70  0  0
 2  0      0 8772160 210960 4642656    0    0     0     0 7751 12111  1 20 78  0  0
 2  0      0 8772680 210968 4642740    0    0     0    32 7057 14394  2 23 75  0  0
 2  0      0 8772216 210968 4642744    0    0     0 29784 7743 9231  1 24 75  0  0
 2  0      0 8772352 210968 4642752    0    0     0     0 5615 6637  1 30 70  0  0
 3  0      0 8771920 210968 4642820    0    0     0     0 4772 6068  0 29 70  0  0
 1  0      0 8771632 210968 4642944    0    0     0     0 10002 13315  2 27 71  0  0
 2  0      0 8771632 210976 4642956    0    0     0    56 5028 6523  1 20 79  0  0
 4  0      0 8771632 210976 4642960    0    0     0     0 5722 7060  1 27 72  0  0
 2  0      0 8771656 210976 4642968    0    0     0     0 5182 6627  2 29 70  0  0
 2  0      0 8771988 210976 4642988    0    0     0     0 4604 5705  2 29 69  0  0
 2  0      0 8771508 210976 4643008    0    0     0     0 4248 6875  1 29 70  0  0
 5  0      0 8771516 210984 4643012    0    0     0    32 4748 7582  0 29 71  0  0
 1  0      0 8751000 210984 4643064    0    0     0     0 8656 12462  9 26 65  0  0
 2  0      0 8750756 210984 4643072    0    0     0     0 6730 5641  0 20 79  0  0
 2  0      0 8750520 210984 4643076    0    0     0     0 5403 5513  1 29 70  0  0
 2  0      0 8750084 210984 4643092    0    0     0     0 4901 5947  0 26 73  0  0
 2  0      0 8751316 210984 4643112    0    0     0     0 4810 5880  0 26 74  0  0
 2  0      0 8751048 210992 4643112    0    0     0    28 3952 4795  1 27 72  0  0
 2  0      0 8750132 210992 4643152    0    0     0     0 5219 8482  1 27 72  0  0
 2  0      0 8750132 210992 4643160    0    0     0     0 3820 4349  0 27 73  0  0
 2  0      0 8750000 210992 4643200    0    0     0     0 4671 5748  0 26 74  0  0
 2  0      0 8750072 210992 4643220    0    0     0     0 4188 4492  0 26 74  0  0
 1  0      0 8749196 211000 4643656    0    0     0    32 6009 9500  1 26 72  0  0
 2  0      0 8748304 211000 4643876    0    0     0 10008 6943 10069  1 23 76  0  0
 3  0      0 8748052 211000 4644008    0    0     0     0 6614 6865  1 29 70  0  0
 2  0      0 8747904 211000 4644024    0    0     0     0 8490 6479  1 30 69  0  0
 2  0      0 8747000 211000 4644052    0    0     0     0 4694 5772  0 28 71  0  0
 1  0      0 8745764 211008 4644124    0    0     0    44 5455 6856  2 26 72  0  0
 2  0      0 8746292 211008 4644132    0    0     0     0 5318 6417  0 27 73  0  0
 2  0      0 8745732 211008 4644148    0    0     0     0 5990 7620  1 28 71  0  0
 3  0      0 8745708 211008 4644172    0    0     0     0 5203 7923  1 30 69  0  0
 2  0      0 8745644 211008 4644188    0    0     0     0 4987 7558  1 20 79  0  0
 9  0      0 8704812 211016 4644188    0    0     0    28 4283 5125 13 26 61  0  0
 2  0      0 8687920 211016 4644232    0    0     0     0 4374 4777  1 29 70  0  0
 2  0      0 8687668 211016 4644244    0    0     0     0 4075 4489  0 29 71  0  0
 2  0      0 8687952 211016 4644264    0    0     0     0 5612 6012  0 28 71  0  0
 2  0      0 8687652 211016 4644272    0    0     0     0 4455 4649  0 28 72  0  0
 2  0      0 8687896 211024 4644284    0    0     0    32 4208 5583  0 27 72  0  0
 2  0      0 8687984 211024 4644312    0    0     0     0 4814 5574  2 26 72  0  0
 2  0      0 8688140 211024 4644364    0    0     0     0 6896 11967  2 27 71  0  0
 1  0      0 8687956 211024 4644404    0    0     0     0 6079 9820  1 19 80  0  0
 3  0      0 8687696 211024 4644412    0    0     0     0 5487 9122  1 18 80  0  0
 2  0      0 8687444 211032 4644412    0    0     0    28 4667 5799  1 25 74  0  0
 3  0      0 8687564 211032 4644416    0    0     0 14424 5644 4962  0 25 74  0  0
 3  0      0 8687164 211032 4644440    0    0     0     0 4553 5829  1 25 74  0  0
 2  0      0 8686960 211032 4644456    0    0     0     0 5286 6406  1 26 73  0  0
 3  0      0 8686460 211032 4644528    0    0     0     0 7396 11540  2 27 71  0  0
 1  0      0 8686396 211032 4644552    0    0     0     0 4485 6511  2 12 86  0  0
 2  0      0 8686176 211040 4644556    0    0     0    56 3420 4869  3  9 88  0  0
 1  0      0 8686680 211040 4644576    0    0     0     0 3419 4899  4  9 87  0  0
 2  0      0 8686444 211040 4644584    0    0     0     0 4404 5945  1 15 83  0  0
 2  0      0 8643872 211040 4644604    0    0     0     0 6213 7475  6 29 65  0  0
 2  0      0 8644224 211040 4644636    0    0     0     0 6055 6769  0 29 71  0  0
 2  0      0 8644248 211048 4644628    0    0     0    36 3442 3368  0 29 71  0  0
 2  0      0 8609740 211048 4644636    0    0     0     0 4582 4856  4 30 66  0  0
 2  0      0 8609724 211048 4644668    0    0     0     0 4460 4510  0 31 69  0  0
 2  0      0 8610016 211048 4644696    0    0     0     0 4767 7045  1 28 72  0  0
 3  0      0 8609660 211048 4644760    0    0     0     0 6407 10504  2 29 69  0  0
 1  0      0 8600996 211048 4645632    0    0     0     0 6456 9356  4 17 79  0  0
 2  0      0 8600240 211056 4645640    0    0     0    32 4962 6683  1 26 73  0  0
 1  0      0 8600068 211056 4645712    0    0     0     0 4738 6345  1 27 73  0  0
 2  0      0 8599968 211056 4645720    0    0     0     0 4485 4933  0 25 74  0  0
 1  0      0 8595424 211056 4645728    0    0     0     0 4543 5468  5 25 70  0  0
 2  0      0 8595424 211056 4645736    0    0     0     0 3942 4680  0 25 75  0  0
 2  0      0 8595384 211064 4645784    0    0     0    28 6159 9195  1 27 72  0  0
 2  0      0 8595116 211064 4645784    0    0     0     0 4819 4734  0 28 72  0  0
 2  0      0 8594920 211064 4645828    0    0     0     0 4379 5899  1 29 70  0  0
 2  0      0 8589516 211064 4645860    0    0     0     0 4898 6978  4 29 67  0  0
 2  0      0 8588996 211064 4645864    0    0     0     0 4920 5995  0 27 73  0  0
 4  0      0 8588556 211072 4646144    0    0     0 11156 9658 12387  2 27 71  0  0
 2  0      0 8588596 211072 4646168    0    0     0     0 5255 6859  1 26 73  0  0
 2  0      0 8588636 211072 4646168    0    0     0     0 5212 7528  1 27 72  0  0
 2  0      0 8588636 211072 4646212    0    0     0     0 3748 3841  0 29 71  0  0
 3  0      0 8588416 211072 4646228    0    0     0     0 3261 3204  0 28 72  0  0
 2  0      0 8588464 211080 4646244    0    0     0    52 3586 3838  0 28 71  0  0
 2  0      0 8588456 211080 4646252    0    0     0     0 5452 6143  1 30 70  0  0
 1  0      0 8588304 211080 4646460    0    0     0     0 7611 10853  2 26 72  0  0
 2  0      0 8588304 211080 4646460    0    0     0     0 4834 6084  0 19 81  0  0
 2  0      0 8588036 211080 4646460    0    0     0     0 4039 4787  0 27 73  0  0
 2  0      0 8588068 211088 4646512    0    0     0    28 4951 6098  1 26 74  0  0
 2  0      0 8587952 211088 4646536    0    0     0     0 3728 3686  0 27 73  0  0
 2  0      0 8587976 211088 4646536    0    0     0     0 3622 3671  0 25 75  0  0
 2  0      0 8588396 211088 4646556    0    0     0     0 3740 4054  0 25 75  0  0
 2  0      0 8588192 211088 4646572    0    0     0     0 3997 4799  0 25 75  0  0
 3  0      0 8588608 211096 4646636    0    0     0    36 5874 10829  1 25 74  0  0
 1  0      0 8588436 211096 4646668    0    0     0     0 6804 10432  1 20 80  0  0
 1  0      0 8588524 211096 4646676    0    0     0     0 6595 10412  1 17 82  0  0
 2  0      0 8588832 211096 4646692    0    0     0     0 5743 7614  1 21 79  0  0
 6  0      0 8588864 211096 4646700    0    0     0     0 5471 7785  0 26 73  0  0
 3  0      0 8588712 211104 4646792    0    0     0 22140 8478 11726  3 28 69  0  0
 2  0      0 8588892 211104 4646804    0    0     0     0 4684 6147  0 23 76  0  0
 1  0      0 8588420 211104 4646852    0    0     0     0 4827 8127  3 16 81  0  0
 2  0      0 8588168 211104 4646860    0    0     0     0 4050 4682  0 22 77  0  0
 2  0      0 8587680 211104 4646864    0    0     0     0 4284 4945  0 25 75  0  0
 2  0      0 8586436 211112 4646912    0    0     0    44 4832 6161  1 29 70  0  0
 2  0      0 8586224 211112 4646920    0    0     0     0 4369 5017  0 30 70  0  0
 2  0      0 8586100 211112 4646960    0    0     0     0 5052 5048  0 29 71  0  0
 2  0      0 8586132 211112 4646984    0    0     0     0 3673 3743  0 28 72  0  0
 2  0      0 8585504 211112 4647000    0    0     0     0 4806 6308  1 26 73  0  0
 2  0      0 8584952 211120 4647052    0    0     0    48 4579 8000  2 27 71  0  0
 9  0      0 8583928 211120 4647080    0    0     0     0 5751 8205  8 26 67  0  0
 2  0      0 8582196 211120 4647692    0    0     0     0 5347 7099  1 30 69  0  0
 1  0      0 8581140 211120 4647744    0    0     0     0 5677 8143  1 28 71  0  0
 1  0      0 8581092 211120 4647760    0    0     0     0 4455 6472  1 18 82  0  0
 1  0      0 8569752 211128 4647796    0    0     0    28 4487 6337  5 11 84  0  0
 2  0      0 8569500 211128 4647796    0    0     0     0 5134 6472  0 21 78  0  0
 2  0      0 8569572 211128 4647804    0    0     0     0 4508 5215  0 26 73  0  0
 2  0      0 8569808 211128 4647808    0    0     0     0 3794 3950  0 29 71  0  0
 2  0      0 8580408 211128 4647824    0    0     0     0 5327 7423  1 26 72  0  0
 2  0      0 8580480 211136 4647824    0    0     0    32 4374 4530  0 28 72  0  0
 3  0      0 8580552 211136 4647872    0    0     0 11104 4980 4038  0 28 71  0  0
 1  0      0 8580716 211136 4647928    0    0     0     0 5545 8513  1 28 71  0  0
 5  0      0 8580716 211136 4648004    0    0     0     0 6378 10662  1 22 77  0  0
 2  0      0 8580148 211136 4648012    0    0     0     0 5189 7319  1 19 80  0  0
 3  0      0 8580456 211144 4648004    0    0     0    52 5036 5520  1 28 71  0  0
 3  0      0 8580756 211144 4648024    0    0     0     0 4731 5583  0 30 70  0  0
 2  0      0 8580780 211144 4648024    0    0     0     0 4667 5642  0 30 70  0  0
 2  0      0 8580504 211160 4648068    0    0     0   192 4437 6237  1 29 70  0  0
 2  0      0 8580308 211160 4648108    0    0     0     0 5816 9518  1 24 74  0  0
 2  0      0 8580632 211160 4648108    0    0     0     0 4860 5608  1 25 75  0  0
 1  0      0 8580776 211160 4648108    0    0     0     0 5192 6875  1 25 74  0  0
 2  0      0 8580972 211160 4648128    0    0     0     0 5039 7108  0 25 74  0  0
 2  0      0 8581068 211168 4648188    0    0     0    40 5965 9630  1 27 72  0  0
 2  0      0 8581312 211168 4648252    0    0     0     0 5759 9962  3 17 80  0  0
 2  0      0 8580864 211168 4648260    0    0     0     0 5167 6145  0 26 74  0  0
 1  0      0 8581300 211168 4648292    0    0     0     0 5359 6937  1 27 73  0  0
 2  0      0 8580072 211168 4648312    0    0     0     0 5197 6346  8 26 66  0  0
 3  0      0 8579916 211176 4648372    0    0     0    28 6079 9905  1 28 71  0  0
 2  0      0 8579712 211176 4648412    0    0     0     0 6226 9219  1 30 69  0  0
 3  0      0 8580696 211176 4648428    0    0     0     0 6191 9508  2 27 71  0  0
 2  0      0 8580444 211176 4648440    0    0     0     0 4340 4774  1 28 71  0  0
 3  0      0 8579436 211176 4649388    0    0     0     0 4653 7098  1 27 73  0  0
 2  0      0 8579564 211184 4649404    0    0     0    28 5372 7110  0 26 74  0  0
 2  0      0 8577556 211184 4649432    0    0     0     0 4116 5064  1 26 74  0  0
 2  0      0 8577660 211184 4649468    0    0     0     0 5685 8805  2 27 71  0  0
 1  0      0 8578592 211184 4649900    0    0     0  7480 7163 13135  1 26 72  0  0
 3  0      0 8578412 211184 4649808    0    0     0     0 9506 21037  2 13 85  0  0
 0  0      0 8578492 211192 4649828    0    0     0    44 12481 35789  2 13 85  0  0
 1  0      0 8578492 211192 4649904    0    0     0     0 5584 7925  3 10 87  0  0
 3  0      0 8578564 211192 4649908    0    0     0     0 7623 22457  3 13 85  0  0
 1  0      0 8578564 211192 4649912    0    0     0     0 10039 42480  2 14 84  0  0
 0  0      0 8578816 211192 4649912    0    0     0     0 5474 10245  1 12 87  0  0
 1  0      0 8579740 211200 4650076    0    0     0    36 17121 14817  1 21 78  0  0
 1  0      0 8579496 211200 4650112    0    0     0     0 7361 6452  0 16 84  0  0
 1  0      0 8580040 211200 4650112    0    0     0     0 6884 8439  2 13 85  0  0
 1  0      0 8579948 211200 4650132    0    0     0     0 4223 6425  3 10 88  0  0
 2  0      0 8580392 211200 4650160    0    0     0     0 4463 5081  1 22 77  0  0
 2  0      0 8580424 211208 4650168    0    0     0    36 4217 5473  1 26 74  0  0
 2  0      0 8580584 211208 4650200    0    0     0     0 4395 5637  0 26 74  0  0
 2  0      0 8580924 211208 4650208    0    0     0     0 3863 4690  0 26 74  0  0
 2  0      0 8581540 211208 4650224    0    0     0     0 4932 7426  1 26 73  0  0
 4  0      0 8582504 211208 4650244    0    0     0     0 4246 6770  1 26 73  0  0
 1  0      0 8583840 211216 4650304    0    0     0    28 7006 11839  2 22 76  0  0
 1  0      0 8583124 211216 4650328    0    0     0     0 5462 8304  7 17 76  0  0
 2  0      0 8583496 211216 4650328    0    0     0     0 5225 6868  1 22 77  0  0
 2  0      0 8583544 211216 4650344    0    0     0     0 5021 6433  0 27 72  0  0
 3  0      0 8585764 211216 4650384    0    0     0 34848 8872 9025  1 27 72  0  0
 1  0      0 8587604 211216 4650444    0    0     0     0 7005 10273  1 17 81  0  0
 3  0      0 8587212 211224 4650472    0    0     0    48 4578 5662  0 21 79  0  0
 2  0      0 8587236 211224 4650472    0    0     0     0 3826 3789  0 30 70  0  0
 2  0      0 8587748 211224 4650480    0    0     0     0 4113 6303  1 29 70  0  0
 2  0      0 8587812 211224 4650492    0    0     0     0 3496 3841  0 28 72  0  0
 2  0      0 8588572 211224 4650516    0    0     0     0 4003 6258  1 26 72  0  0
 2  0      0 8588708 211232 4650524    0    0     0    32 3581 3517  0 25 74  0  0
 2  0      0 8588708 211232 4650532    0    0     0     0 3354 3444  0 25 75  0  0
 2  0      0 8588920 211232 4650548    0    0     0     0 3579 4755  1 24 75  0  0
 1  0      0 8589088 211232 4650564    0    0     0     0 5745 7396  3 18 80  0  0
 1  0      0 8591016 211232 4650600    0    0     0     0 4436 9457  2 16 81  0  0
 1  0      0 8591088 211232 4650608    0    0     0     0 3847 5083  3 11 86  0  0
 2  0      0 8591656 211240 4650620    0    0     0    32 4194 4551  1 18 82  0  0
 2  0      0 8592028 211240 4650644    0    0     0     0 4344 4736  0 26 74  0  0
 3  0      0 8592400 211240 4650664    0    0     0     0 3865 4106  0 25 75  0  0
 2  0      0 8592316 211240 4650672    0    0     0     0 4286 5054  0 25 75  0  0
 2  0      0 8593640 211240 4650680    0    0     0     0 4357 5276  2 26 72  0  0
 2  0      0 8593216 211248 4650676    0    0     0    32 4111 4737  0 25 75  0  0
 3  0      0 8593840 211248 4650696    0    0     0     0 4450 5461  1 26 73  0  0
 2  0      0 8594292 211248 4650716    0    0     0     0 4162 4438  0 25 74  0  0
 2  0      0 8595448 211248 4650736    0    0     0     0 4695 6802  1 27 72  0  0
 2  0      0 8597692 211248 4650800    0    0     0     0 5577 7498  2 28 70  0  0
 2  0      0 8598508 211256 4651588    0    0     0    28 4743 6313  1 28 71  0  0
 2  0      0 8598256 211256 4651596    0    0     0     0 3899 3974  0 26 74  0  0
 2  0      0 8598588 211256 4651604    0    0     0  7864 5022 4812  1 26 73  0  0
 2  0      0 8599008 211256 4651604    0    0     0     0 3739 4039  0 27 73  0  0
 2  0      0 8599160 211256 4651644    0    0     0     0 3198 2986  0 26 73  0  0
 2  0      0 8598924 211264 4651648    0    0     0    52 3796 4058  0 28 72  0  0
17  0      0 8599428 211264 4651664    0    0     0     0 4485 5613  3 27 70  0  0
 2  0      0 8602740 211264 4651736    0    0     0     0 5359 10453  5 22 73  0  0
 2  0      0 8602664 211264 4651752    0    0     0     0 4578 5644  0 17 82  0  0
 3  0      0 8602924 211264 4651744    0    0     0     0 5150 6313  1 17 82  0  0
 3  0      0 8603492 211272 4651744    0    0     0    32 3915 6091  1 27 72  0  0
 2  0      0 8604156 211272 4651804    0    0     0     0 4075 4045  1 26 73  0  0
 1  0      0 8604884 211272 4651832    0    0     0     0 3756 6343  3 16 81  0  0
 2  0      0 8605280 211272 4651832    0    0     0     0 3951 4955  0 17 83  0  0
 2  0      0 8605320 211272 4651836    0    0     0     0 4375 4333  0 27 72  0  0
 2  0      0 8606228 211280 4651844    0    0     0    28 4265 5517  1 29 71  0  0
 2  0      0 8606584 211280 4651852    0    0     0     0 3800 4117  0 27 73  0  0
 2  0      0 8606940 211280 4651880    0    0     0     0 4272 5278  1 27 72  0  0
 2  0      0 8607216 211280 4651880    0    0     0     0 3726 3845  0 27 72  0  0
 2  0      0 8606980 211280 4651880    0    0     0     0 3001 2532  0 27 72  0  0
 2  0      0 8607328 211288 4651892    0    0     0    40 3614 3520  0 28 71  0  0
 2  0      0 8607660 211288 4651904    0    0     0     0 3374 2924  0 29 71  0  0
 3  0      0 8611972 211288 4651984    0    0     0     0 4628 5903  1 27 73  0  0
 2  0      0 8612628 211288 4651992    0    0     0     0 3535 4098  0 27 72  0  0
 1  0      0 8618300 211288 4652452    0    0     0     0 6396 9996  2 24 74  0  0
 0  0      0 8618932 211296 4652464    0    0     0    44 4540 5599  0 16 84  0  0
 1  0      0 8618932 211296 4652464    0    0     0     0 3976 5608  3  8 89  0  0
 1  0      0 8618932 211296 4652464    0    0     0     0 3459 4596  1 13 86  0  0
 2  0      0 8619248 211296 4652500    0    0     0     0 4051 4237  0 26 74  0  0
 1  0      0 8619328 211296 4652512    0    0     0     0 4816 5809  0 27 73  0  0
 2  0      0 8619772 211304 4652516    0    0     0    28 4207 4206  0 31 69  0  0
 2  0      0 8619736 211304 4652528    0    0     0     0 3793 4148  0 30 70  0  0
 2  0      0 8620440 211304 4652536    0    0     0     0 3265 3083  0 29 71  0  0
 2  0      0 8621360 211304 4652560    0    0     0  2048 3453 3058  0 29 71  0  0
 2  0      0 8622600 211304 4652612    0    0     0     0 3212 2994  0 29 71  0  0
 2  0      0 8623800 211312 4652620    0    0     0    36 4466 5828  2 30 68  0  0
 2  0      0 8623832 211312 4652632    0    0     0     0 4253 4757  0 25 74  0  0
 2  0      0 8624164 211312 4652632    0    0     0     0 3585 3768  0 25 74  0  0
 2  0      0 8624188 211312 4652636    0    0     0  7644 3664 3488  0 30 70  0  0
 2  0      0 8624828 211312 4652640    0    0     0     0 3587 4207  0 28 72  0  0
11  0      0 8629288 211320 4652704    0    0     0    40 5972 12236  9 26 65  0  0
 2  0      0 8633000 211320 4652764    0    0     0     0 6205 10114  6 22 72  0  0
 2  0      0 8633072 211320 4652764    0    0     0     0 5346 8023  1 26 74  0  0
 2  0      0 8633168 211320 4652776    0    0     0     4 4545 5247  0 26 74  0  0
 1  0      0 8642256 211320 4652840    0    0     0     0 6714 11213  2 26 73  0  0
 1  0      0 8644888 211328 4652856    0    0     0    40 4857 6515  3 11 87  0  0
 0  0      0 8644920 211328 4652888    0    0     0     0 1940 2400  2  6 92  0  0
 2  0      0 8645016 211328 4652888    0    0     0     0 4286 6806  3  8 88  0  0
