procs -----------memoria---------- ---swap-- -----io---- -sistema-- ------cpu-----
 r  b   swpd  libre búfer caché   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 8646240 211328 4652888    0    0     0     0 5087 6387  0 24 75  0  0
 2  0      0 8647160 211328 4652900    0    0     0     0 4413 5234  0 26 74  0  0
 2  0      0 8647824 211336 4652904    0    0     0    32 5367 7571  0 26 73  0  0
 2  0      0 8648744 211336 4652928    0    0     0     0 4364 4753  0 26 74  0  0
 2  0      0 8652588 211336 4652968    0    0     0     0 5092 6829  1 26 73  0  0
 2  0      0 8659544 211336 4653012    0    0     0     0 6499 8725  1 28 71  0  0
 2  0      0 8664408 211336 4653040    0    0     0   176 5033 7535  1 29 71  0  0
 2  0      0 8664536 211336 4653100    0    0     0     0 5958 8595  1 22 77  0  0
 2  0      0 8664884 211344 4653108    0    0     0    56 4238 5029  0 30 70  0  0
 2  0      0 8665524 211344 4653172    0    0     0     0 4025 4943  0 29 70  0  0
 2  0      0 8666280 211344 4653184    0    0     0     0 4130 4411  0 28 72  0  0
 2  0      0 8666944 211344 4653192    0    0     0     0 3401 3058  0 28 72  0  0
 2  0      0 8667040 211344 4653204    0    0     0     0 3473 3080  0 26 73  0  0
 2  0      0 8668020 211352 4653228    0    0     0    32 3615 2674  0 29 71  0  0
 2  0      0 8671120 211352 4653252    0    0     0     0 5619 8491  1 28 72  0  0
 1  0      0 8683012 211352 4653356    0    0     0     0 7926 12372  6 26 68  0  0
 1  0      0 8683164 211352 4653360    0    0     0   528 7219 8365  3 21 76  0  0
 1  0      0 8683420 211352 4653368    0    0     0     0 5642 8091  1 13 86  0  0
 2  0      0 8685000 211360 4653364    0    0     0    36 5941 7870  0 24 76  0  0
 2  0      0 8694276 211360 4653408    0    0     0     0 5737 7117  4 28 68  0  0
 2  0      0 8704412 211360 4653492    0    0     0     0 9443 9118  1 29 70  0  0
 2  0      0 8704240 211360 4653492    0    0     0  1172 5359 5766  0 29 71  0  0
 2  0      0 8705244 211360 4653492    0    0     0     0 5670 10017  1 29 69  0  0
 3  0      0 8706944 211360 4653500    0    0     0     0 4697 6557  5 28 67  0  0
 0  0      0 8718436 211368 4653564    0    0     0    44 6509 14340  3 20 77  0  0
 2  0      0 8718540 211368 4653584    0    0     0     0 4936 7607  2 10 88  0  0
 0  0      0 8720784 211368 4653604    0    0     0 10624 5352 8609  6 12 82  0  0
 2  0      0 8720584 211368 4653588    0    0     0     0 5950 7656  0 21 78  0  0
 3  0      0 8735412 211368 4653660    0    0     0     0 6282 12204  2 30 68  0  0
 2  0      0 8736496 211376 4653656    0    0     0    36 6470 6165  0 29 70  0  0
 2  0      0 8737232 211376 4653684    0    0     0     0 4582 5458  0 27 72  0  0
 2  0      0 8737440 211376 4653684    0    0     0     0 4490 5254  0 26 73  0  0
 1  0      0 8749024 211376 4653732    0    0     0     0 7704 12627  3 24 73  0  0
 1  0      0 8751240 211376 4653748    0    0     0     0 3914 6041  1 12 87  0  0
 5  0      0 8750996 211384 4653756    0    0     0    32 3693 5147  2  8 90  0  0
 2  0      0 8751424 211384 4653752    0    0     0     0 4597 5857  1 16 82  0  0
 2  0      0 8752408 211384 4653760    0    0     0     0 4494 5479  1 25 74  0  0
 0  0      0 8753328 211384 4653764    0    0     0     0 3863 5869  1 11 88  0  0
 5  0      0 8769728 211384 4653828    0    0     0     0 6069 13335  2 25 72  0  0
 2  0      0 8772232 211392 4653832    0    0     0    28 5142 7812  2 10 88  0  0
 1  0      0 8774524 211392 4653864    0    0     0     0 4549 7006  2  9 89  0  0
 1  0      0 8780432 211392 4653868    0    0     0   184 5492 11489  2 14 84  0  0
 1  0      0 8787388 211392 4653960    0    0     0     0 4767 10908  1 12 87  0  0
 3  0      0 8791644 211392 4653964    0    0     0     0 3638 7502  3 11 86  0  0
 1  0      0 8799040 211400 4653960    0    0     0    36 5795 10557  2 14 84  0  0
 2  0      0 8802304 211400 4653964    0    0     0     0 4578 9368  2 11 87  0  0
 1  0      0 8810540 211400 4654076    0    0     0     0 5455 10775  3 17 81  0  0
 2  0      0 8814928 211404 4654084    0    0     0   472 4651 8550  1 12 87  0  0
 1  0      0 8820564 211404 4654040    0    0     0     0 5437 11289  2 13 85  0  0
 3  0      0 8825388 211412 4654076    0    0     0    56 5297 11143  2 14 84  0  0
 1  0      0 8830440 211412 4654092    0    0     0     0 4388 8331  2 15 83  0  0
 3  0      0 8832240 211412 4654120    0    0     0     0 3986 6948  2 13 85  0  0
 2  0      0 8835768 211412 4654136    0    0     0  3660 4736 9961  5 14 81  0  0
 0  0      0 8841688 211412 4654156    0    0     0     0 4570 9055  3 13 84  0  0
 2  0      0 8846300 211420 4654160    0    0     0    44 5158 11813  4 14 83  0  0
 4  0      0 8849800 211420 4654180    0    0     0     0 4069 7762  2 13 85  0  0
 1  0      0 8853492 211420 4654156    0    0     0     0 4039 8131  2 14 84  0  0
 0  0      0 8855568 211420 4654164    0    0     0   532 3962 6874  2 14 85  0  0
 2  0      0 8858684 211420 4654184    0    0     0     0 3571 6816  2 14 84  0  0
 2  0      0 8862368 211428 4654180    0    0     0    36 3496 6537  1 14 85  0  0
 1  0      0 8862988 211428 4654172    0    0     0     0 3378 6154  2 13 85  0  0
 1  0      0 8865948 211428 4654204    0    0     0     0 4246 5868  1 12 86  0  0
 3  0      0 8868656 211428 4654188    0    0     0 10176 3508 6045  2 13 85  0  0
 0  0      0 8870384 211428 4654204    0    0     0     0 2990 5354  1 12 87  0  0
 2  0      0 8872952 211436 4654188    0    0     0    32 3245 5635  1 13 86  0  0
 3  0      0 8876280 211436 4654188    0    0     0     0 2862 4805  1 14 85  0  0
 1  0      0 8879204 211436 4654220    0    0     0     0 3139 5219  2 12 85  0  0
 1  0      0 8881296 211436 4654232    0    0     0     0 2631 4326  2 11 87  0  0
 0  0      0 8883984 211436 4654236    0    0     0     0 2703 4158  1 11 87  0  0
 0  0      0 8885124 211444 4654240    0    0     0    28 2323 3834  2 10 88  0  0
 0  0      0 8886708 211444 4654248    0    0     0     0 2152 3140  2 11 87  0  0
 1  0      0 8887344 211444 4654268    0    0     0     0 2437 3823  2 12 86  0  0
 0  0      0 8888768 211444 4654408    0    0     0     0 2298 3463  1 11 88  0  0
 0  0      0 8889780 211444 4654412    0    0     0     0 2008 3061  2  8 90  0  0
 3  0      0 8891280 211452 4654388    0    0     0    28 2765 4620  2 10 89  0  0
 2  0      0 8891596 211452 4654388    0    0     0     0 1683 2553  1  6 93  0  0
 3  0      0 8891656 211452 4654432    0    0     0     0 2376 3864  1 11 88  0  0
 0  0      0 8891344 211452 4654440    0    0     0   396 2339 3727  2 10 89  0  0
 0  0      0 8891156 211452 4654440    0    0     0     0 2419 4690  2  8 90  0  0
 2  0      0 8889960 211460 4654444    0    0     0    36 2295 3453  1 10 89  0  0
 0  0      0 8889788 211460 4654448    0    0     0     0 1724 2516  1  7 92  0  0
 1  0      0 8887552 211460 4654476    0    0     0     0 2183 3432  1 10 89  0  0
 0  0      0 8886312 211468 4654464    0    0     0   708 2910 6054  4 10 86  0  0
 2  0      0 8885808 211468 4654480    0    0     0     0 1876 2819  2  7 91  0  0
 0  0      0 8885116 211468 4654480    0    0     0     0 2630 5597  4  8 88  0  0
 0  0      0 8884944 211468 4654480    0    0     0     0 1852 2711  1  7 92  0  0
 2  0      0 8885072 211468 4654504    0    0     0     0 2002 3106  2  9 90  0  0
 0  0      0 8884884 211476 4654496    0    0     0  3040 2383 3548  2 11 88  0  0
 0  0      0 8885052 211476 4654468    0    0     0     0 1880 2771  2  7 91  0  0
 1  0      0 8885084 211476 4654480    0    0     0     0 2174 3481  1 10 89  0  0
 0  0      0 8885228 211476 4654488    0    0     0     0 3106 5082  1  9 90  0  0
 0  0      0 8885008 211476 4654536    0    0     0     0 2568 4232  6 10 85  0  0
 2  0      0 8885340 211476 4654536    0    0     0     0 1944 2875  1  8 90  0  0
 1  0      0 8885372 211484 4654544    0    0     0    40 1893 2773  1  8 90  0  0
 0  0      0 8885720 211484 4654544    0    0     0     0 2339 3407  2 10 89  0  0
 0  0      0 8885784 211484 4654544    0    0     0     0 1578 2225  1  5 94  0  0
 1  0      0 8885788 211484 4654576    0    0     0     0 2237 3374  2 11 87  0  0
 1  0      0 8885884 211484 4654576    0    0     0     0 2005 2795  2  8 90  0  0
 1  0      0 8886580 211492 4654576    0    0     0    32 2210 3360  2 10 88  0  0
 1  0      0 8886708 211492 4654576    0    0     0     0 1986 3014  2  9 90  0  0
 1  0      0 8886488 211492 4654584    0    0     0     0 1619 2389  1  6 92  0  0
 1  0      0 8886924 211492 4654604    0    0     0     0 1950 3154  2  8 90  0  0
 1  0      0 8886672 211492 4654604    0    0     0     0 1859 2901  1  7 91  0  0
 2  0      0 8886776 211500 4654584    0    0     0  3016 2064 3091  2  9 90  0  0
 1  0      0 8887060 211500 4654584    0    0     0     0 1898 2808  1  8 91  0  0
 2  0      0 8887244 211500 4654576    0    0     0     0 2573 3406  1  8 91  0  0
 0  0      0 8887940 211500 4654600    0    0     0     0 2034 2884  1  9 91  0  0
 0  0      0 8888272 211500 4654600    0    0     0     0 2161 3141  1  9 89  0  0
 0  0      0 8888084 211508 4654604    0    0     0    44 1835 2639  1  7 92  0  0
 0  0      0 8888504 211508 4654604    0    0     0     0 1877 2626  1  8 91  0  0
 1  0      0 8888916 211508 4654616    0    0     0     0 1898 2850  1  8 91  0  0
 0  0      0 8889916 211508 4654604    0    0     0     0 1756 2772  1  8 91  0  0
 0  0      0 8889980 211508 4654624    0    0     0     0 2339 4845  5  8 87  0  0
 0  0      0 8890116 211516 4654624    0    0     0    36 1608 2518  1  5 94  0  0
 0  0      0 8890496 211516 4654624    0    0     0     0 1899 4314  4  6 91  0  0
 0  0      0 8890696 211516 4654624    0    0     0     0 1842 2708  1  7 91  0  0
 0  0      0 8890824 211516 4654624    0    0     0     0 1509 2295  1  6 93  0  0
 0  0      0 8890872 211516 4654644    0    0     0     0 1465 2141  1  6 93  0  0
 0  0      0 8891252 211516 4654644    0    0     0   984 1314 2086  1  5 94  0  0
 0  0      0 8891324 211524 4654648    0    0     0    56 1698 2707  2  7 92  0  0
 0  0      0 8891356 211524 4654648    0    0     0     0 1332 2085  1  5 94  0  0
 0  0      0 8891356 211524 4654648    0    0     0     0 1190 1813  1  5 94  0  0
 0  0      0 8891420 211524 4654676    0    0     0     0 1544 2264  1  6 93  0  0
 0  0      0 8891420 211524 4654676    0    0     0     0 1137 1721  1  4 96  0  0
 0  0      0 8891420 211524 4654676    0    0     0     0 1449 2141  1  6 93  0  0
 1  0      0 8891436 211532 4654688    0    0     0    36 1351 2079  1  6 93  0  0
 0  0      0 8891436 211532 4654688    0    0     0     0 1160 1747  1  4 95  0  0
 0  0      0 8891484 211532 4654732    0    0     0     0 1344 2044  1  5 94  0  0
 0  0      0 8891484 211532 4654732    0    0     0  1712 1639 3940  1  5 93  0  0
 0  0      0 8891500 211532 4654732    0    0     0     0 1305 2040  1  4 94  0  0
 0  0      0 8891880 211540 4654732    0    0     0    44 1454 2255  1  6 93  0  0
 0  0      0 8891880 211540 4654732    0    0     0     0 1201 1776  1  4 95  0  0
 0  0      0 8891880 211540 4654732    0    0     0     0 1347 2022  1  5 94  0  0
 0  0      0 8891952 211540 4654752    0    0     0     0 1357 2057  1  5 94  0  0
 0  0      0 8892236 211540 4654752    0    0     0     0 1081 1750  1  4 95  0  0
 0  0      0 8891992 211548 4654752    0    0     0    24 1276 1799  1  4 94  0  0
 1  0      0 8891992 211548 4654752    0    0     0     0 1052 1607  1  4 96  0  0
 0  0      0 8892632 211548 4654692    0    0     0     0 1776 2948  1  6 93  0  0
 0  0      0 8892744 211548 4654696    0    0     0     0 1208 1878  1  4 95  0  0
 1  0      0 8892752 211548 4654696    0    0     0     0 1260 2168  1  5 94  0  0
 1  0      0 8892816 211548 4654696    0    0     0     0 1793 2609  1  8 91  0  0
 1  0      0 8892816 211548 4654696    0    0     0     0 1075 1557  1  4 95  0  0
 0  0      0 8892848 211556 4654704    0    0     0    32 2467 5446  5  8 87  0  0
 1  0      0 8892856 211556 4654712    0    0     0     0 1526 2290  1  6 93  0  0
 2  0      0 8893212 211556 4654712    0    0     0  1052 2041 4271  3  6 91  0  0
 1  0      0 8893688 211556 4654772    0    0     0     0 2017 2995  2 10 88  0  0
 0  0      0 8893736 211556 4654772    0    0     0     0 1363 1942  1  7 93  0  0
 1  0      0 8893928 211564 4654768    0    0     0    76 1399 2186  1  6 93  0  0
 1  0      0 8893928 211564 4654772    0    0     0     0 1280 1924  1  5 94  0  0
 1  0      0 8893928 211564 4654772    0    0     0     0  958 1527  1  4 95  0  0
 1  0      0 8894040 211564 4654800    0    0     0     0 1508 2277  2  6 93  0  0
 1  0      0 8894040 211564 4654800    0    0     0     0 1268 1819  1  5 94  0  0
 1  0      0 8894056 211564 4654800    0    0     0     0 1199 1833  1  5 94  0  0
 1  0      0 8894120 211572 4654800    0    0     0    28 1209 1793  1  5 94  0  0
 1  0      0 8894752 211572 4654800    0    0     0     0 1107 1711  1  4 95  0  0
 2  0      0 8894752 211572 4654820    0    0     0     0 1247 1871  1  6 93  0  0
 2  0      0 8894800 211572 4654820    0    0     0     0 1243 1852  1  5 94  0  0
 1  0      0 8894800 211572 4654820    0    0     0     0 1080 1625  1  4 95  0  0
 2  0      0 8894800 211580 4654820    0    0     0    28 1032 1532  1  4 95  0  0
 0  0      0 8894800 211580 4654820    0    0     0   520 1045 1574  1  4 96  0  0
 0  0      0 8895180 211580 4654844    0    0     0     0 1025 1631  0  5 95  0  0
 0  0      0 8895276 211580 4654848    0    0     0     0 1408 2066  1  6 93  0  0
 1  0      0 8895284 211580 4654848    0    0     0     0  861 1263  0  4 96  0  0
 0  0      0 8895284 211580 4654848    0    0     0     0  934 1426  1  4 95  0  0
 1  0      0 8895284 211588 4654848    0    0     0    36 1089 1469  0  4 96  0  0
 0  0      0 8895284 211588 4654848    0    0     0     0  920 1258  1  3 96  0  0
 0  0      0 8895348 211588 4654868    0    0     0     0 1068 1651  1  4 95  0  0
 1  0      0 8895348 211588 4654868    0    0     0     0 1069 1390  0  5 94  0  0
 2  0      0 8895348 211588 4654868    0    0     0     0 1138 1623  0  5 95  0  0
 0  0      0 8895348 211588 4654868    0    0     0     0  933 1221  0  3 96  0  0
 0  0      0 8895348 211596 4654868    0    0     0    28  873 1338  0  4 96  0  0
 1  0      0 8895348 211596 4654868    0    0     0     0  830 1222  0  4 96  0  0
 1  0      0 8895372 211596 4654888    0    0     0     0 1096 1504  1  4 95  0  0
 2  0      0 8895600 211596 4654888    0    0     0     0  957 1416  1  3 96  0  0
 2  0      0 8895588 211596 4654844    0    0     0     0 1624 3183  3  5 92  0  0
 0  0      0 8895588 211596 4654844    0    0     0     0 1157 2267  2  4 94  0  0
 1  0      0 8895588 211604 4654836    0    0     0    28 1415 3408  3  5 92  0  0
 1  0      0 8895588 211604 4654900    0    0     0     0 1471 2370  1  6 93  0  0
 0  0      0 8895588 211604 4654900    0    0     0     0  885 1403  1  4 95  0  0
 0  0      0 8895588 211604 4654900    0    0     0     0 1430 2194  1  5 94  0  0
 0  0      0 8895588 211604 4654900    0    0     0   520 1812 3625  2  7 91  0  0
 1  0      0 8895588 211604 4654900    0    0     0     0 1208 1799  1  6 94  0  0
 1  0      0 8895652 211612 4654956    0    0     0    52 1395 2119  1  5 93  0  0
 2  0      0 8895652 211612 4654956    0    0     0     0 1021 1609  1  4 96  0  0
 0  0      0 8895684 211612 4654956    0    0     0     0 1311 1988  1  5 94  0  0
 0  0      0 8895748 211612 4654956    0    0     0  2388 1325 1915  1  5 94  0  0
 0  0      0 8895748 211612 4654956    0    0     0     0 1101 1704  1  5 94  0  0
 0  0      0 8895748 211620 4654956    0    0     0    36 1624 2662  2  4 93  0  0
 1  0      0 8895732 211620 4655036    0    0     0     0 2506 4924  6  8 86  0  0
 1  0      0 8895968 211620 4655036    0    0     0     0 2280 3555  5  6 88  0  0
 1  0      0 8896000 211620 4655036    0    0     0    64 1504 1554  1  4 95  0  0
 2  0      0 8896000 211620 4655036    0    0     0     0 1401 3300  3  6 92  0  0
 1  0      0 8896244 211620 4655036    0    0     0     0 2197 3742  4  7 90  0  0
 3  0      0 8896252 211628 4655064    0    0     0    28 1896 2760  3  5 92  0  0
 0  0      0 8896568 211628 4655064    0    0     0     0 1943 2574  2  6 92  0  0
 0  0      0 8896568 211628 4655064    0    0     0     0 1349 1360  1  3 96  0  0
 1  0      0 8896884 211628 4655064    0    0     0     0 1537 3725  3  5 92  0  0
 1  0      0 8936588 211628 4655072    0    0     0     0 1650 4149  2  5 93  0  0
 0  0      0 10246388 211628 4655020    0    0     0     0 2717 9428  2  9 90  0  0
 0  0      0 10246136 211636 4655112    0    0     0    60  701 1175  1  1 98  0  0
MEDIA
NR:  531 CPU:  20.4367
