procs -----------memoria---------- ---swap-- -----io---- -sistema-- ------cpu-----
 r  b   swpd  libre búfer caché   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 9591972 205964 4484572    0    0     0     0 5789 14671  3 18 79  0  0
 0  0      0 9592132 205964 4484604    0    0     0  4072 5748 14146  2 19 79  0  0
 5  0      0 9591728 205964 4486496    0    0     0     0 6083 15129  2 21 77  0  0
 0  0      0 9591232 205972 4488504    0    0     0    48 6275 14816  2 17 81  0  0
 2  0      0 9592984 205972 4489660    0    0     0     0 5940 13266  2 20 78  0  0
 3  0      0 9597436 205972 4489708    0    0     0     0 5793 14378  3 18 79  0  0
 0  0      0 9606976 205972 4489752    0    0     0 48696 5709 13544  3 18 78  0  0
 1  0      0 9618256 205972 4489804    0    0     0     0 5918 16006  5 20 75  0  0
 1  0      0 9628348 205980 4489840    0    0     0    40 5438 11898  3 16 81  0  0
 0  0      0 9637516 205980 4490488    0    0     0     0 5506 12966  4 18 78  0  0
 0  0      0 9650036 205980 4490536    0    0     0     0 4538 10048  3 18 79  0  0
 1  0      0 9660828 205980 4490564    0    0     0     0 4148 8823  2 17 82  0  0
 4  0      0 9670460 205980 4490592    0    0     0    16 3486 6827  2 15 82  0  0
 2  0      0 9680112 205988 4490612    0    0     0    44 3409 6262  3 16 81  0  0
 3  0      0 9683368 205988 4492808    0    0     0     0 6355 4553  1 13 85  0  0
 0  0      0 9684924 205988 4492812    0    0     0     0 2077 3394  1 11 88  0  0
 2  0      0 9685564 205988 4492812    0    0     0     0 1348 2031  1  6 93  0  0
 2  0      0 10514400 205988 4499060    0    0     0  1060 6111 7888  3 11 85  0  0
 0  0      0 10513896 205996 4499520    0    0     0    64 1381 2648  1  4 94  0  0
 1  0      0 10513644 205996 4499724    0    0     0     0 1055 2651  3  2 95  0  0
MEDIA
NR:  72 CPU:  21.3714
