size   time(us)   avg_ob   max_ob   min_ob.
1000   34.42258   10.15   1000   1
2000   36.39520   15.56   2000   1
3000   37.59552   20.05   3000   1
4000   40.35363   25.61   4000   1
5000   40.80069   32.49   5000   1
6000   42.26580   36.46   6000   1
7000   42.83831   39.95   7000   1
8000   45.38710   47.62   8000   1
9000   47.42680   48.51   9000   1
