size   time(us)   avg_ob   max_ob   min_ob.
1000   38.49999   8.99   10   1
2000   38.88536   9.98   11   1
3000   39.07905   10.64   12   1
4000   38.93804   10.98   12   1
5000   39.12968   11.36   13   1
6000   39.34752   11.64   13   1
7000   39.18239   11.83   13   1
8000   39.47870   11.98   13   1
9000   39.61566   12.18   14   1
